鄉鎮市區,交易標的,土地位置建物門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積(平方公尺),車位總價元,備註,編號,主建物面積,附屬建物面積,陽台面積,電梯,移轉編號
安南區,土地,安中段63地號,624.78,住,,,1020419,土地41建物0車位0,,,其他,,,,0.0,0,0,0,有,無,3694200,5913,,0.0,0,,RPWNMLNKNHIFFBD97CA,0.0,0.0,0.0,,
東區,房地(土地+建物),台南市東區莊敬路１１６巷１弄２號,131.0,商,,,1020409,土地1建物1車位0,全,四層,透天厝,住商用,鋼筋混凝土構造,0780906,410.78,15,3,10,有,無,14580000,35493,,0.0,0,,RPTNMLNJNHIFFCD67CA,380.7,0.0,30.08,,
東區,房地(土地+建物),台南市東區崇善十一街５５巷２號,74.0,住,,,1020325,土地1建物1車位0,全,三層,透天厝,住商用,鋼筋混凝土構造,0701218,146.2,4,1,3,有,無,5400000,36936,,0.0,0,,RPPNMLQJNHIFFCD57CA,132.65,0.0,13.55,,
東區,房地(土地+建物),台南市東區長榮路二段２４巷４８弄１號四樓,20.49,住,,,1020419,土地2建物1車位0,四層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土構造,0760429,63.61,3,2,2,有,無,1550000,24367,,0.0,0,,RPSNMLQJNHIFFCD87CA,56.11,0.0,7.5,,
東區,房地(土地+建物),台南市東區北門路一段３０８之４號,36.5,住,,,1020415,土地1建物1車位0,一層，二層，三層，四層，屋頂突出物，騎樓，地下層,四層,店面(店鋪),住商用,鋼筋混凝土構造,0760305,149.3,4,1,2,有,無,15633756,104714,,0.0,0,,RPUOMLQJNHIFFCD18CA,137.33,0.0,11.97,,
東區,房地(土地+建物),台南市東區長榮路二段２４巷３７號,93.0,住,,,1020415,土地1建物1車位0,全,二層,透天厝,住家用,加強磚造,0600825,130.31,3,1,2,有,無,5150000,39521,,0.0,0,,RPPOMLMJNHIFFCD27CA,130.31,0.0,0.0,,
東區,房地(土地+建物)+車位,台南市東區東門路三段３７巷７５弄５１號９樓,18.61,住,,,1020419,土地1建物1車位2,九層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土構造,0820512,178.29000000000002,4,2,2,有,有,4850000,27203,坡道機械,0.0,0,,RPPNMLMKNHIFFCD27CA,109.58,0.0,15.18,,
東區,房地(土地+建物),台南市東區裕忠二街16號,219.92,住,,,1020402,土地2建物1車位0,全,四層,透天厝,住家用,鋼筋混凝土構造,1010703,365.15,5,2,6,有,無,39000000,106805,,0.0,0,,RPUNMLLLNHIFFCD77CA,344.37,0.0,20.78,,
東區,房地(土地+建物),台南市東區南聖里裕農路726巷2弄9號二樓之2,23.02,住,,,1020327,土地2建物1車位0,二層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土構造,0701202,74.86,3,1,1,有,有,2200000,29388,,0.0,0,,RPVNMLPLNHIFFCD28CA,54.78,0.0,7.57,,
東區,房地(土地+建物),台南市東區裕和路９９號,127.45,住,,,1020408,土地2建物1車位0,全,四層,透天厝,見其他登記事項,見其他登記事項,0951121,225.03,6,2,6,有,無,19800000,87988,,0.0,0,,RPXOMLRLNHIFFCD78CA,217.27,0.0,7.76,,
新營區,房地(土地+建物),台南市新營區民生里進修街２９巷３號,72.96,住,,,1020402,土地1建物1車位0,全,二層,透天厝,住商用,加強磚造,0680811,106.15,4,2,2,有,無,3200000,30146,,0.0,0,,RPUNMLLJNHIFFAR78CA,106.15,0.0,0.0,,
新營區,房地(土地+建物),台南市新營區隋唐街３９５號三樓之一,16.95,住,,,1020406,土地1建物1車位0,三層,八層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0820508,113.25999999999999,3,1,2,有,無,1680000,14833,,0.0,0,,RPRNMLMJNHIFFAR58CA,68.88,0.0,9.95,,
新營區,土地,新東段331地號,107.32,住,,,1020319,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,2532000,23593,,0.0,0,,RPTNMLMJNHIFFAR78CA,0.0,0.0,0.0,,
白河區,土地,竹子門段82-250地號,10050.0,,山坡地保育區,農牧用地,1020411,土地6建物0車位0,,,其他,,,,0.0,0,0,0,有,無,2800000,279,,0.0,0,,RPTNMLLJNHIFFBR78CA,0.0,0.0,0.0,,
麻豆區,土地,大山腳段236-11地號,2487.0,工,,,1011228,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,10980000,4415,,0.0,0,,RPTNMLOLNHIFFCR76CA,0.0,0.0,0.0,,
西港區,土地,西港段1212-2地號,98.0,住,,,1020411,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,1800000,18367,,0.0,0,,RPPNMLLLNHIFFDR78CA,0.0,0.0,0.0,,
善化區,房地(土地+建物),台南市善化區六分寮６１之４２號,124.5,,特定農業區,甲種建築用地,1020418,土地2建物1車位0,全,四層,透天厝,住家用,鋼筋混凝土造,1001003,223.04,5,2,6,有,無,6200000,27798,,0.0,0,,RPPNMLLJNHIFFER68CA,205.04,0.0,18.0,,
安定區,土地,新吉段1546地號,2400.0,農,一般農業區,農牧用地,1020328,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,10080000,4200,,0.0,0,,RPUOMLLJNHIFFER66CA,0.0,0.0,0.0,,
安定區,土地,保加段224地號,387.1,住,,,1020406,土地4建物0車位0,,,其他,,,,0.0,0,0,0,有,無,4000000,10333,,0.0,0,,RPXOMLLJNHIFFER96CA,0.0,0.0,0.0,,
善化區,土地,坐駕段799地號,1931.0,農,,,1020403,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,11392900,5900,,0.0,0,,RPQNMLQJNHIFFER66CA,0.0,0.0,0.0,,
新化區,土地,竹子腳段684地號,27.14,,特定農業區,交通用地,1020401,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,162857,6001,,0.0,0,道路用地協議價購。,RPOOMLNKNHIFFER98CA,0.0,0.0,0.0,,
新化區,土地,竹子腳段725地號,264.67,,一般農業區,交通用地,1020401,土地3建物0車位0,,,其他,,,,0.0,0,0,0,有,無,1535067,5800,,0.0,0,道路用地協議價購。,RPPOMLNKNHIFFER09CA,0.0,0.0,0.0,,
新化區,土地,竹子腳段725地號,132.33,,一般農業區,交通用地,1020401,土地3建物0車位0,,,其他,,,,0.0,0,0,0,有,無,767533,5800,,0.0,0,道路用地協議價購。,RPQOMLNKNHIFFER56CA,0.0,0.0,0.0,,
新化區,土地,竹子腳段800-2地號,184.0,,一般農業區,交通用地,1020401,土地4建物0車位0,,,其他,,,,0.0,0,0,0,有,無,1067200,5800,,0.0,0,道路用地協議價購。,RPROMLNKNHIFFER66CA,0.0,0.0,0.0,,
新化區,土地,竹子腳段799-3地號,21.0,,一般農業區,交通用地,1020401,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,121800,5800,,0.0,0,道路用地協議價購。,RPSOMLNKNHIFFER76CA,0.0,0.0,0.0,,
新化區,土地,竹子腳段690地號,110.0,,特定農業區,交通用地,1020401,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,660000,6000,,0.0,0,道路用地協議價購。,RPVOMLNKNHIFFER07CA,0.0,0.0,0.0,,
新化區,土地,竹子腳段771地號,482.0,,一般農業區,交通用地,1020401,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,2795600,5800,,0.0,0,道路用地協議價購。,RPWOMLNKNHIFFER17CA,0.0,0.0,0.0,,
善化區,房地(土地+建物),台南市善化區民權路３３巷１０號,78.69,住,,,1020308,土地2建物1車位0,全,四層,透天厝,見其他登記事項,鋼筋混凝土造,1000112,193.31,3,2,4,有,無,6650000,34401,,0.0,0,,RPWOMLPKNHIFFER37CA,160.23,0.0,33.08,,
善化區,房地(土地+建物),台南市善化區陽光三路７８號,132.03,住,,,1020413,土地2建物1車位0,全,四層,透天厝,見其他登記事項,鋼筋混凝土造,0990708,228.1,5,1,6,有,無,9000000,39456,,0.0,0,,RPQNMLQKNHIFFER76CA,228.1,0.0,0.0,,
新市區,房地(土地+建物),台南市新巿區永就１５１２３號,118.76,,鄉村區,乙種建築用地,1020312,土地3建物1車位0,全,四層,透天厝,見其他登記事項,鋼筋混凝土造,1011212,203.53,5,2,6,有,無,5900000,28988,,0.0,0,,RPTPMLKLNHIFFER76CA,187.84,0.0,15.69,,
新市區,房地(土地+建物),台南市新巿區永就１５之６３號,111.76,,鄉村區,乙種建築用地,1020312,土地3建物1車位0,全,四層,透天厝,見其他登記事項,鋼筋混凝土造,1011205,182.0,7,0,7,有,無,5600000,30769,,0.0,0,,RPUPMLKLNHIFFER86CA,158.66,0.0,23.34,,
新市區,房地(土地+建物),台南市新巿區永就１５之７２號,115.76,,鄉村區,乙種建築用地,1020312,土地3建物1車位0,全,四層,透天厝,見其他登記事項,鋼筋混凝土造,1011205,184.2,7,0,7,有,無,5650000,30673,,0.0,0,,RPVPMLKLNHIFFER96CA,160.03,0.0,24.17,,
關廟區,房地(土地+建物),台南市關廟區南雄路一段４９５巷６弄１５號,96.0,,鄉村區,乙種建築用地,1020411,土地1建物1車位0,全,二層,透天厝,住家用,加強磚造,0691224,84.8,5,2,2,有,無,1700000,20047,,0.0,0,,RPWNMLMJNHIFFFR96CA,84.8,0.0,0.0,,
歸仁區,土地,八甲段4485-1地號,100.0,,,,1020415,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,600000,6000,,0.0,0,畸零地或有合併使用之交易。簽約日102.2.7:因屬耕地帶分割後才能連件辦理移轉登記.,RPXNMLMJNHIFFFR07CA,0.0,0.0,0.0,,
仁德區,房地(土地+建物),台南市仁德區上崙里德崙路１２３號,84.49,住,,,1020416,土地1建物1車位0,全,四層,透天厝,住商用,鋼筋混凝土造,1020205,194.25,5,2,3,有,無,9000000,46332,,0.0,0,,RPXOMLRJNHIFFFR67CA,168.9,0.0,25.35,,
仁德區,房地(土地+建物),台南市仁德區上崙里德崙路１２５號,84.86,住,,,1020416,土地1建物1車位0,全,四層,透天厝,住商用,鋼筋混凝土造,1020205,194.42,5,2,3,有,無,8600000,44234,,0.0,0,,RPOPMLRJNHIFFFR86CA,172.03,0.0,22.39,,
仁德區,房地(土地+建物),台南市仁德區仁德里仁中二街７號,79.82,住,,,1020423,土地1建物1車位0,全,四層,透天厝,住家用,鋼筋混凝土造,1011212,178.7,4,2,3,有,無,7800000,43649,,0.0,0,私契日期：101.8.5,RPROMLSJNHIFFFR17CA,146.59,0.0,32.11,,
仁德區,房地(土地+建物),台南市仁德區仁德里仁中六街１６７號,70.07,住,,,1020425,土地2建物1車位0,全,四層,透天厝,住家用,鋼筋混凝土造,1011212,187.78,4,2,4,有,無,6500000,34615,,0.0,0,私契日期：101.5.3,RPSOMLSJNHIFFFR27CA,163.96,0.0,23.82,,
仁德區,房地(土地+建物),台南市仁德區仁德里仁中六街１９７號,70.07,住,,,1020424,土地2建物1車位0,全,四層,透天厝,住家用,鋼筋混凝土造,1011212,187.78,4,2,4,有,無,6650000,35414,,0.0,0,私契日期：101.5.15,RPTOMLSJNHIFFFR37CA,163.96,0.0,23.82,,
仁德區,房地(土地+建物),台南市仁德區仁德里仁中六街２２３號,69.28,住,,,1020403,土地2建物1車位0,全,四層,透天厝,住家用,鋼筋混凝土造,1011212,187.78,4,2,4,有,無,6700000,35680,,0.0,0,私契日期：101.5.27,RPUOMLSJNHIFFFR47CA,163.96,0.0,23.82,,
仁德區,土地,白崙段62地號,81.4,商,,,1020401,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,4702000,57764,,0.0,0,私契日期：102.2.18,RPUPMLSJNHIFFFR57CA,0.0,0.0,0.0,,
仁德區,房地(土地+建物),台南市歸仁區中正路三段１３６巷２３號,73.97,住,,,1020324,土地1建物1車位0,全,四層,透天厝,住家用,鋼筋混凝土造,0960920,184.9,4,2,4,有,無,7680000,41536,,0.0,0,,RPTQMLSJNHIFFFR57CA,157.34,0.0,27.56,,
歸仁區,房地(土地+建物),台南市歸仁區南興里文化街三段３６６巷３２號,106.29,住,,,1020419,土地3建物1車位0,全,四層,透天厝,住家用,鋼筋混凝土造,1011105,183.8,5,2,3,有,無,7190000,39119,,0.0,0,私契日期：102.2.25,RPXNMLTJNHIFFFR77CA,163.52,0.0,20.28,,
歸仁區,房地(土地+建物),台南市歸仁區南興里文化街三段３６６巷１６號,125.29,住,,,1020403,土地3建物1車位0,全,四層,透天厝,住家用,鋼筋混凝土造,1011105,221.2,5,2,4,有,無,8700000,39331,,0.0,0,私契日期：102.1.27,RPOOMLTJNHIFFFR96CA,193.44,0.0,27.76,,
歸仁區,房地(土地+建物),台南市歸仁區南興里文化街三段３６６巷２０號,119.83,住,,,1020409,土地3建物1車位0,全,四層,透天厝,住家用,鋼筋混凝土造,1011105,239.4,5,2,5,有,無,9690000,40476,,0.0,0,私契日期：102.3.6,RPSNMLTJNHIFFFR27CA,224.4,0.0,15.0,,
仁德區,土地,正義段846地號,56.87,住,,,1020424,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,2580000,45367,,0.0,0,,RPQNMLMKNHIFFFR09CA,0.0,0.0,0.0,,
仁德區,土地,正義段847地號,41.78,住,,,1020424,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,1894500,45345,,0.0,0,,RPRNMLMKNHIFFFR56CA,0.0,0.0,0.0,,
仁德區,房地(土地+建物)+車位,台南市歸仁區正義二街１６４號５樓,22.49,住,,,1020331,土地1建物1車位1,五層,八層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0831017,130.72,3,2,2,有,有,2650000,20271,坡道平面,0.0,0,,RPSOMLKLNHIFFFR66CA,82.07,0.0,8.93,,
歸仁區,房地(土地+建物)+車位,台南市歸仁區辜厝里大順街４９號六樓之３,22.87,住,,,1020410,土地1建物1車位1,六層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0820219,138.21,3,2,2,有,無,2200000,15918,坡道平面,0.0,0,,RPXNMLSLNHIFFFR87CA,86.01,0.0,11.52,,
永康區,房地(土地+建物),台南市永康區新民街２５號,90.59,住,,,1020417,土地3建物1車位0,全,四層,透天厝,見其他登記事項,鋼筋混凝土造,1020205,228.74,6,1,6,有,無,12330000,53904,,0.0,0,,RPTPMLQJNHIFFHR47CA,211.37,0.0,17.37,,
永康區,土地,中灣段1009地號,23.61,商,,,1020415,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,543012,22999,,0.0,0,親友、員工或其他特殊關係間之交易。畸零地或有合併使用之交易。,RPOQMLQJNHIFFHR07CA,0.0,0.0,0.0,,
永康區,土地,中灣段1009地號,0.74,商,,,1020421,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,16919,0,,0.0,0,親友、員工或其他特殊關係間之交易。畸零地或有合併使用之交易。,RPRQMLQJNHIFFHR37CA,0.0,0.0,0.0,,
永康區,土地,中灣段1024地號,0.09,住,,,1020421,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,2120,0,,0.0,0,親友、員工或其他特殊關係間之交易。畸零地或有合併使用之交易。,RPSQMLQJNHIFFHR47CA,0.0,0.0,0.0,,
永康區,土地,中灣段1009地號,0.95,商,,,1020415,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,21841,0,,0.0,0,親友、員工或其他特殊關係間之交易。畸零地或有合併使用之交易。,RPTQMLQJNHIFFHR57CA,0.0,0.0,0.0,,
永康區,房地(土地+建物),台南市永康區復國一路４６１號,82.19,住,,,1020401,土地2建物1車位0,一層，二層，三層，四層，騎樓,四層,店面(店鋪),住商用,鋼筋混凝土造,0820612,212.07,5,1,3,有,無,8850000,41732,,0.0,0,一樓店鋪無隔間,RPSNMLQJNHIFFHR17CA,183.53,4.76,23.78,,
永康區,土地,富強段1244地號,566.32,住,,,1020315,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,15418000,27225,,0.0,0,,RPRNMLMJNHIFFHR66CA,0.0,0.0,0.0,,
永康區,房地(土地+建物),台南市永康區新民街３５號,86.32,住,,,1020417,土地3建物1車位0,全,四層,透天厝,見其他登記事項,鋼筋混凝土造,1020205,227.17,6,1,6,有,無,11930000,52516,,0.0,0,,RPOOMLTJNHIFFHR17CA,209.8,0.0,17.37,,
永康區,房地(土地+建物),台南市永康區新民街３３號,87.17,住,,,1020411,土地3建物1車位0,全,四層,透天厝,見其他登記事項,鋼筋混凝土造,1020205,225.5,6,1,6,有,無,12100000,53659,,0.0,0,,RPVOMLTJNHIFFHR87CA,209.79,0.0,15.71,,
永康區,房地(土地+建物),台南市永康區中華二路２０６巷６８弄７５號三樓之３,15.86,住,,,1020408,土地1建物1車位0,三層,六層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0950126,76.14,2,1,1,有,有,2500000,32834,,0.0,0,,RPSPMLTJNHIFFHR67CA,53.5,3.36,3.0,,
永康區,房地(土地+建物)+車位,台南市永康區中華路５８巷５２號,133.77,住,,,1020322,土地1建物1車位2,全,五層,透天厝,住家用,見其他登記事項,1011105,343.47,6,2,6,有,無,23000000,66964,其他,0.0,0,,RPPNMLRKNHIFFHR07CA,305.24,0.0,38.23,,
永康區,房地(土地+建物)+車位,台南市永康區大灣路４０巷７２弄１６號,104.38,住,,,1020301,土地2建物1車位1,全,三層,透天厝,住家用,見其他登記事項,1011228,176.95,5,1,3,有,無,6470000,36564,一樓平面,0.0,0,,RPRNMLKLNHIFFHR66CA,170.25,0.0,6.7,,
永康區,房地(土地+建物)+車位,台南市永康區大灣路４０巷７２弄６號,104.38,住,,,1020308,土地2建物1車位1,全,三層,透天厝,住家用,見其他登記事項,1011228,177.47,5,1,3,有,無,6500000,36626,一樓平面,0.0,0,,RPSNMLKLNHIFFHR76CA,170.77,0.0,6.7,,
