鄉鎮市區,交易標的,土地位置建物門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積平方公尺,車位總價元,備註,編號,主建物面積,附屬建物面積,陽台面積,電梯,移轉編號
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,total price NTD,the unit price (NTD / square meter),the berth category,berth shifting total area square meter,the berth total price NTD,the note,serial number,main building area,auxiliary building area,balcony area,elevator,transaction number
鹽水區,土地,仁光段400地號,407.39,,鄉村區,乙種建築用地,1150116,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,1450000,3559,,0.0,0,政府機關標讓售；,RPPNMLMKKHLGFDD67EA,0.0,0.0,0.0,無,023
後壁區,土地,頭前段1026-1地號,82.48,住,,,1150120,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,1782000,21605,,0.0,0,水利地承購；,RPPNMLLKKHLGFED67EA,0.0,0.0,0.0,無,
後壁區,土地,頭前段1026地號,67.51,住,,,1150122,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,1310000,19405,,0.0,0,水利地承購；,RPQNMLLKKHLGFED77EA,0.0,0.0,0.0,無,
麻豆區,土地,麻善段307地號,3489.03,,一般農業區,農牧用地,1150130,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,5800000,1662,,0.0,0,農作物；,RPPNMLLKKHLGFFD77EA,0.0,0.0,0.0,無,
歸仁區,土地,新豐段968地號,52.69,住,,,1150128,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,3204000,60809,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPXNMLSLJHLGFID96EA,0.0,0.0,0.0,無,
中西區,房地(土地+建物),臺南市中西區河中街４３巷１１號四樓之３,16.79,商,,,1150103,土地1建物1車位0,四層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0650820,48.53,2,1,1,有,無,1380000,28436,,0.0,0,其他增建；,RPVNMLSJJHLGFAD28DA,48.53,0.0,0.0,無,
安平區,房地(土地+建物),臺南市安平區光州六街１６之７號,89.0,住,,,1150111,土地2建物1車位0,全,四層,透天厝,住家用,ＲＣ造,0950127,228.02,5,2,4,有,無,17880000,78414,,0.0,0,其他增建；,RPROMLPJKHLGFAD77DA,228.02,0.0,0.0,無,
北區,房地(土地+建物),臺南市北區富北街１８號三樓之９,5.78,商,,,1150121,土地2建物1車位0,三層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0750722,40.08,1,1,1,有,有,1750000,43663,,0.0,0,,RPQNMLQJKHLGFAD67DA,24.51,0.0,7.02,有,
安平區,房地(土地+建物),臺南市安平區慶平路５０７之５號三樓之１,8.25,住,,,1150122,土地1建物1車位0,三層,二十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0840516,119.33000000000001,2,2,2,有,有,7050000,59080,,0.0,0,,RPRNMLKKKHLGFAD27DA,80.7,0.0,8.17,有,024
安平區,房地(土地+建物)+車位,臺南市安平區建平七街５６０號十三樓之３,8.76,商,,,1150127,土地1建物1車位1,十三層,二十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1121108,92.41,2,2,2,有,有,8450000,99499,坡道機械,18.54,1100000,含裝潢費；含傢俱設備費；,RPUOMLKKKHLGFAD67DA,42.22,2.35,3.34,有,
安平區,房地(土地+建物),臺南市安平區國平路５８７號十一樓之１０,7.61,商,,,1150128,土地1建物1車位0,十一層,十四層,住宅大樓(11層含以上有電梯),住家用,ＲＣ造,0950406,89.93,2,2,1,有,有,6500000,72278,,0.0,0,,RPROMLLKKHLGFAD47DA,58.4,0.6,8.08,有,025
安南區,房地(土地+建物)+車位,臺南市安南區郡安路五段５２號十二樓之２,19.4,住,,,1150113,土地1建物1車位1,十二層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1110415,117.53999999999999,2,2,1,有,有,9300000,79122,坡道平面,34.87,0,,RPQOMLSLJHLGFBD18DA,51.37,0.0,3.31,有,026
安南區,土地,原佃段447-17地號,29.22,住,,,1150130,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,1537556,52620,,0.0,0,政府機關標讓售；,RPQNMLLKKHLGFBD37DA,0.0,0.0,0.0,無,
新營區,土地,長榮段498地號,86.06,農,,,1150115,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,3800000,44155,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPPNMLNJKHLGFDD57DA,0.0,0.0,0.0,無,
六甲區,土地,光明段607地號,83.94,住,,,1150125,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,2285000,27222,,0.0,0,未登記建物；,RPTNMLKKKHLGFFD97DA,0.0,0.0,0.0,無,
官田區,土地,鎮田段464-1地號,109.13,農,,,1150113,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,2709698,24830,,0.0,0,政府機關標讓售；,RPTNMLLKKHLGFFD08DA,0.0,0.0,0.0,無,
佳里區,房地(土地+建物),臺南市佳里區長安街１２４巷５號,80.78,商,,,1150102,土地2建物1車位0,全,三層,透天厝,住家用,鋼筋混凝土造,0660427,101.55,3,2,1,有,無,6380000,62826,,0.0,0,其他增建；,RPTNMLMKKHLGFGD28DA,98.95,0.0,2.6,無,
新化區,房地(土地+建物),臺南市新化區中正路９３３之１１號,96.0,,特定農業區,甲種建築用地,1150110,土地1建物1車位0,全,四層,透天厝,住家用,鋼筋混凝土造,1111005,185.62,4,3,5,有,無,18500000,99666,,0.0,0,,RPVNMLLKKHLGFHD48DA,172.2,0.0,13.42,無,027
山上區,土地,大新段379地號,40.62,住,,,1150112,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,400000,9847,,0.0,0,,RPSOMLLKKHLGFHD28DA,0.0,0.0,0.0,無,028
仁德區,房地(土地+建物),臺南市仁德區保安路一段１０５巷９號,70.27,住,,,1150109,土地1建物1車位0,全,三層,透天厝,住家用,鋼筋混凝土造,0830422,158.39,5,2,3,有,無,9380000,59221,,0.0,0,陽台外推；頂樓加蓋；其他增建；,RPQNMLOJKHLGFID28DA,133.44,15.96,8.99,無,
仁德區,土地,文賢段456-1地號,59.49,商,,,1150106,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,2584279,43441,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPXTMLQJKHLGFID17DA,0.0,0.0,0.0,無,029
仁德區,建物,臺南市仁德區上崙街３５１巷１２１號,0.0,,,,1150126,土地0建物1車位0,全,三層,透天厝,住家用,鋼筋混凝土構造,1101201,124.68,3,2,3,有,無,7270000,58309,,0.0,0,建物坐落地號：神農段688-23地號；,RPVNMLMKKHLGFID68DA,113.8,0.0,10.88,無,
楠西區,土地,楠西段366地號,1242.0,農,,,1150107,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,2700000,2174,,0.0,0,,RPPNMLTJKHLGFJD78DA,0.0,0.0,0.0,無,030
永康區,房地(土地+建物),臺南市永康區鹽和街２７４巷１號,400.94,工,,,1150109,土地1建物1車位0,全,二層,透天厝,工業用,鋼筋混凝土造,0750630,242.54,4,2,3,有,無,35000000,144306,,0.0,0,,RPQPMLRJJHLGFKD88DA,236.18,6.36,0.0,無,
永康區,房地(土地+建物),臺南市永康區東橋八街２８巷２２號,101.68,住,,,1150117,土地2建物1車位0,全,四層,透天厝,住家用,鋼筋混凝土構造,1010308,215.21,5,2,4,有,無,23180000,107709,,0.0,0,其他增建；,RPPNMLTLJHLGFKD98DA,169.42,3.65,42.14,無,031
永康區,房地(土地+建物)+車位,臺南市永康區仁愛街５３巷２１號十四樓之２,10.07,商,,,1150122,土地1建物1車位1,十四層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1140409,109.13,2,2,1,有,有,10080000,92367,坡道平面,31.94,0,,RPVNMLNJKHLGFKD88DA,48.78,0.0,2.47,有,032
永康區,土地,西灣段621-1地號,20.79,住,,,1150127,土地2建物0車位0,,,其他,,,,0.0,0,0,0,無,無,2071307,99630,,0.0,0,永康區西灣段621-1地號，價格1854114元。永康區西灣段621-2地號，價格217193元。政府機關標讓售；,RPSNMLPJKHLGFKD78DA,0.0,0.0,0.0,無,
將軍區,土地,馬沙溝段995地號,31.46,,鄉村區,交通用地,1150123,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,523494,16640,,0.0,0,政府機關標讓售；,RPPNMLLKKHLGFGD87EA,0.0,0.0,0.0,無,
歸仁區,房地(土地+建物),臺南市歸仁區南興里南興一街５７號,67.25,住,,,1150119,土地1建物1車位0,全,二層,透天厝,住家用,加強磚造,0730125,96.02,2,2,2,有,無,7450000,77588,,0.0,0,,RPPNMLSLJHLGFID78EA,90.22,0.0,5.8,無,
關廟區,土地,深坑子段432地號,304.24,,一般農業區,養殖用地,1150128,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,500000,1643,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPOOMLSLJHLGFID78EA,0.0,0.0,0.0,無,
中西區,房地(土地+建物),臺南市中西區大新街６０巷６號,62.07,住,,,1141223,土地1建物1車位0,全,三層,透天厝,住家用,加強磚造,0590113,174.37,4,2,4,有,無,7500000,43012,,0.0,0,頂樓加蓋；其他增建；,RPTNMLQLKIKGFAD18DA,166.49,0.0,7.88,無,
北區,建物,臺南市北區小北路６２號,0.0,,,,1141228,土地0建物1車位0,全,二層,透天厝,住家用,加強磚造,0740806,89.48,4,2,2,有,無,5600000,62584,,0.0,0,土地為仁愛之家；建物坐落地號：正興段1032-1地號；,RPRNMLNJKHLGFAD47DA,89.48,0.0,0.0,無,
安南區,房地(土地+建物),臺南市安南區安吉路一段２９０巷３８弄２５號,89.52,住,,,1141212,土地1建物1車位0,全,四層,透天厝,住家用,鋼筋混凝土造,0951003,208.75,5,2,3,有,無,16500000,79042,,0.0,0,,RPXNMLNJKHLGFBD18DA,178.68,0.0,30.07,無,
安南區,房地(土地+建物),臺南市安南區安富街２４５巷６７號,203.62,住,,,1141207,土地4建物1車位0,全,二層,透天厝,住商用,加強磚造,0790516,110.77,3,2,3,有,無,10550000,95242,,0.0,0,頂樓加蓋；其他增建；,RPQNMLOJKHLGFBD57DA,103.94,0.0,6.83,無,
安南區,土地,原西段279地號,910.49,農,,,1141217,土地3建物0車位0,,,其他,,,,0.0,0,0,0,無,無,10741000,11797,,0.0,0,,RPXNMLTJKHLGFBD78DA,0.0,0.0,0.0,無,
東區,房地(土地+建物),臺南市東區裕和路６５號,99.61,住,,,1141225,土地2建物1車位0,全,四層,透天厝,住商用,ＲＣ造,0951121,225.03,4,2,4,有,無,25700000,114207,,0.0,0,,RPQNMLKLJHLGFCD37DA,217.27,0.0,7.76,無,
白河區,土地,草店段212地號,429.0,,鄉村區,乙種建築用地,1141210,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,2794500,6514,,0.0,0,未登記建物；,RPPNMLNJKHLGFED67DA,0.0,0.0,0.0,無,
佳里區,房地(土地+建物),臺南市佳里區忠仁街１７８號,82.0,住,,,1141217,土地1建物1車位0,全,二層,透天厝,住家用,加強磚造,0650831,44.93,2,1,2,有,無,3000000,66771,,0.0,0,其他增建；,RPSNMLOJKHLGFGD28DA,44.93,0.0,0.0,無,
仁德區,房地(土地+建物),臺南市仁德區仁德里中正路二段１２０５巷１２號五樓之３,21.08,住,,,1141209,土地1建物1車位0,五層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0830225,109.84,3,2,2,有,有,7000000,63729,,0.0,0,,RPWNMLKMJHLGFID68DA,79.95,0.0,4.35,有,033
關廟區,土地,五甲段2239-1地號,2518.0,都市：其他:保護區,,,1141230,土地4建物0車位0,,,其他,,,,0.0,0,0,0,無,無,6000000,2383,,0.0,0,,RPUTMLQJKHLGFID86DA,0.0,0.0,0.0,無,
永康區,房地(土地+建物),臺南市永康區復華一街６６巷３４號,77.91,住,,,1141228,土地1建物1車位0,全,五層,透天厝,住家用,鋼筋混凝土造,0841026,232.38,6,2,4,有,無,11580000,49832,,0.0,0,其他增建；,RPQNMLSLKIKGFKD09DA,216.65,4.48,11.25,無,
永康區,房地(土地+建物),臺南市永康區廣興街２５巷１弄３號,69.25,住,,,1141229,土地1建物1車位0,全,二層,透天厝,住家用,加強磚造,0730522,92.52,4,2,2,有,無,3000000,32425,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPXNMLSLJHLGFKD07DA,81.52,5.34,5.66,無,
永康區,土地,龍安段866地號,104.53,住,,,1141228,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,6000000,57400,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPOOMLTJKHLGFKD88DA,0.0,0.0,0.0,無,
柳營區,土地,東昇段874地號,10.58,住,,,1141229,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,118545,11205,,0.0,0,地清或未辦繼承標售；,RPOOMLTJKHLGFDD28EA,0.0,0.0,0.0,無,
北區,房地(土地+建物),臺南市北區開元路１４８巷１０４之１號,31.35,都市：其他:住宅區,,,1141206,土地2建物1車位0,二層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0690909,84.81,3,2,2,有,無,3800000,44806,,0.0,0,,RPWNMLNKJHLGFAD97DA,77.08,0.0,0.0,無,
中西區,房地(土地+建物),臺南市中西區中華西路二段５５０巷３０弄２７號,39.8,住,,,1141229,土地1建物1車位0,全,四層,透天厝,住家用,鋼筋混凝土造,0870501,101.95,5,2,3,有,無,7000000,68661,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPQOMLNKJHLGFAD47DA,89.79,0.0,12.16,無,
北區,土地,大港段51-73地號,137.72,住,,,1141231,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,5439940,39500,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPVOMLTJKHLGFAD58DA,0.0,0.0,0.0,無,
中西區,房地(土地+建物),臺南市中西區金華路三段２０９號四樓之２,20.31,商,,,1141225,土地2建物3車位0,四層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0800321,479.76,15,0,15,有,有,16200000,33767,,0.0,0,臺南市中西區金華路三段209號四樓之一價款：7300000元；臺南市中西區金華路三段209號四樓之二價款：8900000元,RPXNMLKKKHLGFAD87DA,254.64,21.68,17.79,有,034
安南區,房地(土地+建物)+車位,臺南市安南區安富二街８８號三樓之３,23.08,住,,,1141213,土地1建物1車位1,三層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1140402,137.32999999999998,3,2,2,有,有,11700000,90622,坡道平面,26.43,1650000,,RPRNMLMJJHLGFBD37DA,65.15,0.0,7.92,有,
安南區,房地(土地+建物),臺南市安南區海佃路二段３０７巷３３弄６號,109.66,住,,,1141202,土地2建物1車位0,全,二層,透天厝,住商用,加強磚造,0690913,100.8,3,2,2,有,無,8000000,79365,,0.0,0,,RPTNMLNJKHLGFBD77DA,100.8,0.0,0.0,無,
安南區,房地(土地+建物)+車位,臺南市安南區安通路五段３３２號八樓,27.21,住,,,1141203,土地1建物1車位1,八層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1120913,156.64999999999998,3,2,2,有,有,15880000,101372,坡道平面,29.82,0,,RPTNMLTJKHLGFBD38DA,75.87,0.0,7.2,有,035
南區,房地(土地+建物),臺南市南區鹽埕路２９１巷９４弄１７號,93.57,住,,,1141210,土地2建物1車位0,全,三層,透天厝,住家用,鋼筋混凝土造,0810129,176.61,4,2,3,有,無,6000000,33973,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPVNMLTJJHLGFCD58DA,161.75,0.0,14.86,無,
南區,房地(土地+建物)+車位,臺南市南區大同路二段１９６號十一樓之２,33.47,住,,,1141207,土地1建物1車位1,十一層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0881021,140.36,3,2,2,有,有,7750000,55215,坡道平面,0.0,0,,RPQNMLQJKHLGFCD87DA,82.15,0.0,8.24,有,
佳里區,房地(土地+建物),臺南市佳里區佳安北街６６巷１９號,83.75,,鄉村區,乙種建築用地,1141231,土地1建物1車位0,全,三層,透天厝,住家用,鋼筋混凝土造,0880917,199.32999999999998,4,2,3,有,無,6850000,34365,,0.0,0,其他增建；,RPUNMLRLJHLGFGD88DA,111.98,0.0,13.8,無,036
善化區,土地,茄拔段一小段1402-3地號,40.5,,鄉村區,乙種建築用地,1141230,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,2082500,51420,,0.0,0,,RPWOMLTLKIKGFHD96DA,0.0,0.0,0.0,無,037
善化區,房地(土地+建物),臺南市善化區蓮潭北一街１２３號,160.33,住,,,1141221,土地2建物1車位0,全,三層,透天厝,住家用,鋼筋混凝土造,1111021,251.03,5,2,4,有,有,32370000,128949,,0.0,0,其他增建；,RPSOMLSLJHLGFHD98DA,226.73,0.0,24.3,無,
歸仁區,土地,林子邊段165地號,2216.0,,一般農業區,農牧用地,1141229,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,21000000,9477,,0.0,0,含地上物隨同移轉。農作物；,RPXNMLKKKHLGFID68DA,0.0,0.0,0.0,無,
永康區,房地(土地+建物)+車位,臺南市永康區西勢路１９巷５２之１號五樓之２,50.15,住,,,1141202,土地1建物1車位1,五層,五層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1130509,162.93,3,2,2,有,有,9800000,60149,一樓平面,21.48,0,,RPPOMLTJKHLGFKD98DA,93.16,0.0,8.43,有,
佳里區,土地,九龍段755-3地號,84.41,住,,,1141228,土地2建物0車位0,,,其他,,,,0.0,0,0,0,無,無,4500000,53311,,0.0,0,,RPPNMLPJKHLGFGD18EA,0.0,0.0,0.0,無,
北區,房地(土地+建物),臺南市北區實踐街１０３巷１９弄３號,80.57,住,,,1141220,土地1建物1車位0,全,二層,透天厝,住家用,加強磚造,0690806,81.4,5,2,3,有,無,7500000,92138,,0.0,0,頂樓加蓋；其他增建；,RPRNMLLMJHLGFAD47DA,81.4,0.0,0.0,無,
中西區,土地,普濟段159地號,171.04,商,,,1141222,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,13580000,79397,,0.0,0,地清或未辦繼承標售；,RPPOMLLKKHLGFAD27DA,0.0,0.0,0.0,無,
安南區,房地(土地+建物)+車位,臺南市安南區州南六街１４０號四樓之１,29.24,住,,,1141206,土地1建物1車位1,四層,五層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1140808,98.02000000000001,2,2,2,有,有,9130000,88783,一樓平面,13.77,1650000,,RPPNMLOKJHLGFBD47DA,55.11,0.0,7.39,有,
安南區,房地(土地+建物)+車位,臺南市安南區永續十八街５號十三樓,21.64,住,,,1141223,土地1建物1車位1,十三層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1130619,156.0,2,2,2,有,有,13000000,83333,坡道機械,19.05,0,,RPRNMLNJKHLGFBD57DA,78.15,0.0,9.47,有,038
安南區,房地(土地+建物)+車位,臺南市安南區博和路２２３號三樓之９,32.69,住,,,1141213,土地1建物1車位1,三層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1130229,151.2,3,2,2,有,有,10100000,66799,坡道平面,21.76,0,,RPUNMLNJKHLGFBD87DA,74.37,0.0,9.94,有,039
南區,房地(土地+建物),臺南市南區體育路４１巷３２之１號四樓,26.1,都市：其他:住宅區,,,1141221,土地2建物1車位0,四層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0721214,89.22999999999999,3,2,2,有,無,3620000,40569,,0.0,0,其他增建；,RPPNMLLLKIKGFCD47DA,68.01,0.0,9.65,無,040
東區,房地(土地+建物),臺南市東區東門路三段２２６巷８１號,65.0,住,,,1141216,土地3建物1車位0,全,二層,透天厝,住家用,加強磚造,0651130,79.2,2,2,2,有,無,8100000,102273,,0.0,0,其他增建；,RPRNMLQKJHLGFCD97DA,79.2,0.0,0.0,無,
東區,房地(土地+建物),臺南市東區德東街２３５巷５１弄３２號,95.0,住,,,1141207,土地1建物1車位0,全,三層,透天厝,住家用,鋼筋混凝土造,0960518,185.06,4,3,3,有,無,14000000,75651,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPRNMLKKKHLGFCD47DA,158.9,1.36,24.8,無,
東區,房地(土地+建物)+車位,臺南市東區崇賢一路３６號三樓之９,13.43,住,,,1141220,土地1建物1車位1,三層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1140124,97.05,2,2,1,有,有,11600000,128052,坡道平面,21.69,1950000,,RPWNMLMKKHLGFCD18DA,43.31,0.0,5.63,有,
麻豆區,房地(土地+建物),臺南市麻豆區客子寮６３０號,169.7,,鄉村區,乙種建築用地,1141201,土地1建物1車位0,全,三層,透天厝,住家用,鋼筋混凝土造,1130920,229.3,3,3,4,有,有,17500000,76319,,0.0,0,全戶安裝空調設備。親友、員工、共有人或其他特殊關係間之交易；,RPXNMLLKKHLGFFD48DA,203.78,0.0,25.52,無,
善化區,房地(土地+建物),臺南市善化區大信路７號,47.18,商,,,1141210,土地1建物1車位0,全,五層,透天厝,住商用,鋼筋混凝土造,0860711,195.16,3,2,5,有,無,11080000,56774,,0.0,0,1.稅費負擔:賣方賣清.即土增稅.契稅..等相關稅費由買方負擔親友、員工、共有人或其他特殊關係間之交易；,RPQNMLOLJHLGFHD28DA,195.16,0.0,0.0,無,041
安定區,房地(土地+建物),臺南市安定區安定５２之２２號,116.25,住,,,1141228,土地2建物1車位0,全,三層,透天厝,住家用,鋼筋混凝土造,0820729,142.82,4,2,3,有,無,6800000,47612,,0.0,0,其他增建；,RPRNMLMJKHLGFHD08DA,133.14,0.0,9.68,無,
新市區,房地(土地+建物),臺南市新市區大９０之６號,85.71,,鄉村區,乙種建築用地,1141211,土地2建物1車位0,全,四層,透天厝,住商用,鋼筋混凝土造,1130217,223.13,4,2,6,有,有,17500000,78430,,0.0,0,,RPSNMLPJKHLGFHD48DA,212.87,0.0,10.26,無,
山上區,土地,大新段379地號,40.62,住,,,1141204,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,380000,9355,,0.0,0,,RPROMLLKKHLGFHD18DA,0.0,0.0,0.0,無,028
安定區,房地(土地+建物),臺南市安定區港口２３５之１４號,92.0,,鄉村區,乙種建築用地,1141220,土地3建物1車位0,全,三層,透天厝,住家用,鋼筋混凝土造,0850322,146.06,4,2,3,有,無,12800000,87635,,0.0,0,,RPTOMLLKKHLGFHD38DA,136.32,0.0,9.74,無,043
永康區,房地(土地+建物),臺南市永康區復華八街５８巷１４號,79.4,住,,,1141230,土地1建物1車位0,全,五層,透天厝,住家用,鋼筋混凝土造,0821014,177.94,4,2,5,有,無,13500000,75868,,0.0,0,,RPWNMLMJKHLGFKD88DA,169.14,2.96,5.84,無,
東區,房地(土地+建物),臺南市東區崇德二街６巷２６號五樓,17.37,住,,,1141127,土地1建物1車位0,五層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0830117,91.53,3,2,2,有,有,6200000,67737,,0.0,0,,RPSNMLPKJHLGFCD97DA,62.65,2.6,7.56,有,
東區,房地(土地+建物),臺南市東區光明街１７５巷３０號四樓之８,5.19,住,,,1141103,土地1建物1車位0,四層,五層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0851204,21.06,1,0,1,有,無,1800000,85470,,0.0,0,,RPOOMLKLJHLGFCD27DA,13.44,0.0,1.42,有,044
柳營區,房地(土地+建物),臺南市柳營區中興南街１１巷１１弄３號,119.78,農,,,1141129,土地3建物1車位0,全,三層,透天厝,住家用,鋼筋混凝土造,1111025,161.64,4,2,4,有,無,13500000,83519,,0.0,0,其他增建/陽台增建/採光罩/遮雨棚增建其他增建；,RPWNMLTJKHLGFDD88DA,147.58,0.0,14.06,無,045
佳里區,房地(土地+建物),臺南市佳里區鎮山里２３鄰鎮山街１７巷２１號,121.43,住,,,1141104,土地1建物1車位0,全,三層,透天厝,住家用,鋼筋混凝土造,1020710,191.8,4,2,4,有,無,12700000,66215,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPOPMLPJKHLGFGD18DA,177.15,0.0,14.65,無,
歸仁區,土地,大潭段730地號,1611.4,,一般農業區,農牧用地,1141125,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,1380000,856,,0.0,0,,RPQOMLTLJHLGFID98DA,0.0,0.0,0.0,無,
安平區,房地(土地+建物),臺南市安平區華平路２１巷１８弄２９號,95.0,住,,,1141104,土地1建物1車位0,全,五層,透天厝,住商用,鋼筋混凝土造,0881030,283.37,4,2,5,有,無,15000000,52934,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPOOMLKKKHLGFAD07DA,246.61,0.0,36.76,無,046
安南區,土地,總頭段492地號,115.04,都市：其他:細部計畫道路用地,,,1141130,土地3建物0車位0,,,其他,,,,0.0,0,0,0,無,無,1800000,15647,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；包含公共設施保留地用地；,RPOOMLSLJHLGFBD97DA,0.0,0.0,0.0,無,
安南區,房地(土地+建物),臺南市安南區府安路六段１０３巷１１１弄３３號,119.43,住,,,1141122,土地2建物1車位0,全,二層,透天厝,住家用,鋼筋混凝土造,0690126,102.56,5,3,2,有,無,9550000,93116,,0.0,0,其他增建；,RPPNMLTJKHLGFBD97DA,102.56,0.0,0.0,無,
關廟區,土地,松腳段921地號,72.0,住,,,1141115,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,3530000,49028,,0.0,0,,RPSOMLNJKHLGFID48DA,0.0,0.0,0.0,無,
仁德區,土地,保甲段1295-2地號,3932.12,,一般農業區,農牧用地,1141113,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,26168259,6655,,0.0,0,,RPVTMLQJKHLGFID96DA,0.0,0.0,0.0,無,
永康區,房地(土地+建物)+車位,臺南市永康區復國路５３巷１８６號,64.96,住,,,1141105,土地1建物1車位1,全,四層,透天厝,住商用,鋼筋混凝土造,1120920,314.53,3,3,5,有,有,21000000,66766,坡道平面,40.68,0,親友、員工、共有人或其他特殊關係間之交易；,RPQOMLSLJHLGFKD09DA,208.94,0.0,16.9,無,047
安南區,土地,長溪段83地號,264.18,農,,,1141130,土地2建物0車位0,,,其他,,,,0.0,0,0,0,無,無,1800000,6814,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPUNMLMKKHLGFBD97EA,0.0,0.0,0.0,無,048
鹽水區,土地,歡雅段1264-11地號,186.66,,鄉村區,乙種建築用地,1141121,土地2建物0車位0,,,其他,,,,0.0,0,0,0,無,無,1120000,6000,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPUNMLMJKIKGFDD08EA,0.0,0.0,0.0,無,
中西區,土地,頂美段115地號,10.57,都市：其他:停車場用地,,,1141121,土地6建物0車位0,,,其他,,,,0.0,0,0,0,無,無,313340,29644,,0.0,0,頂美段114-1.115等2筆地號為市場用地買賣價為251514。頂美段114地號為停車場用地.114-2.114-3.115-1等三筆土地為道路用地上述4筆土地為共設施保留地買賣價為61826元。包含公共設施保留地用地；,RPVNMLLMKIKGFAD97DA,0.0,0.0,0.0,無,049
