鄉鎮市區,交易標的,土地位置建物門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積(平方公尺),車位總價元,備註,編號,主建物面積,附屬建物面積,陽台面積,電梯,移轉編號
東區,房地(土地+建物)+車位,臺南市東區崇德路６７２號七樓,17.35,住,,,1020721,土地1建物1車位1,七層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土構造,0800920,122.08,3,1,1,有,有,3650000,29898,坡道機械,0.0,0,,RPPNMLQJQHIFFCD87CA,70.63,0.0,21.47,,
東區,房地(土地+建物),臺南市東區崇德二街９１號,82.0,住,,,1020712,土地1建物1車位0,全,二層,透天厝,住家用,鋼筋混凝土構造,0751024,129.81,5,2,2,有,無,8880000,68408,,0.0,0,,RPSOMLQJQHIFFCD28CA,120.44,0.0,9.37,,
東區,房地(土地+建物),臺南市東區崇德三街８１號,124.0,住,,,1020715,土地1建物1車位0,全,二層,透天厝,住商用,鋼筋混凝土構造,0760224,152.69,3,2,3,有,無,6500000,42570,,0.0,0,,RPSNMLSJQHIFFCD38CA,151.83,0.0,0.86,,
東區,土地,裕東段183地號,203.06,住,,,1020621,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,19200000,94553,,0.0,0,,RPRPMLTJQHIFFCD58CA,0.0,0.0,0.0,,
東區,房地(土地+建物),臺南市東區中華東路一段１６號十三樓之６,3.64,住,,,1020720,土地1建物1車位0,十三層,十四層,住宅大樓(11層含以上有電梯),住家用,見其他登記事項,0930712,39.1,1,1,1,有,有,1880000,48082,,0.0,0,,RPPNMLMKQHIFFCD57CA,24.99,0.0,4.6,,
南區,房地(土地+建物),臺南市南區大同路二段１２２號二樓之２,33.47,住,,,1020722,土地1建物1車位0,二層,十三層,住宅大樓(11層含以上有電梯),國民住宅,鋼筋混凝土構造,0881021,140.74,3,2,2,有,無,3000000,21316,,0.0,0,,RPTOMLKLQHIFFCD97CA,82.15,0.0,8.24,,
東區,房地(土地+建物)+車位,臺南市東區崇信街１３３號十二樓,10.37,住,,,1020723,土地3建物1車位1,十二層,十八層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土構造,0850209,141.1,3,1,2,有,有,3300000,23388,坡道平面,0.0,0,,RPQNMLNLQHIFFCD87CA,72.96,0.0,10.63,,
東區,房地(土地+建物)+車位,臺南市東區仁東街６３號十二樓之６,22.75,住,,,1020710,土地1建物1車位1,十二層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土構造,0870919,133.22,3,2,2,有,有,4500000,33779,坡道平面,0.0,0,,RPSOMLNLQHIFFCD18CA,79.83,0.0,10.71,,
東區,房地(土地+建物),臺南市東區崇文里崇德十六街2之1號,113.0,住,,,1020701,土地1建物1車位0,全,五層,透天厝,見其他登記事項,見其他登記事項,0940524,294.38,5,3,5,有,無,17000000,57748,,0.0,0,,RPVNMLQLQHIFFCD68CA,268.76,6.57,19.05,,
南區,房地(土地+建物),臺南市南區金華路一段１１６巷８之２號,17.4,住,,,1020714,土地2建物1車位0,三層，走廊,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土構造,0701203,67.46000000000001,3,2,1,有,無,1550000,22977,,0.0,0,,RPWNMLQLQHIFFCD78CA,50.82,0.0,8.21,,
鹽水區,房地(土地+建物),臺南市鹽水區四維路74巷9號5樓,31.73,住,,,1020704,土地1建物1車位0,五層,五層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0821019,93.05,3,1,2,有,無,730000,7845,,0.0,0,,RPTNMLRJQHIFFAR96CA,76.17,0.0,8.21,,
新營區,土地,新東段116地號,133.35,住,,,1020704,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,4000000,29996,,0.0,0,,RPQNMLRJQHIFFAR66CA,0.0,0.0,0.0,,
東山區,土地,大客段大庄小段736地號,1700.0,,特定農業區,農牧用地,1020715,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,1700000,1000,,0.0,0,,RPRNMLMJQHIFFBR98CA,0.0,0.0,0.0,,
白河區,土地,新興段506地號,148.12,農,,,1020724,土地7建物0車位0,,,其他,,,,0.0,0,0,0,有,無,1458000,9843,,0.0,0,,RPPNMLMKQHIFFBR88CA,0.0,0.0,0.0,,
麻豆區,房地(土地+建物),臺南市麻豆區油車里６鄰油車８之１５號,161.13,住,,,1020614,土地6建物1車位0,全,四層,透天厝,住家用,鋼筋混凝土造,0821125,238.78,4,3,6,有,無,6800000,28478,,0.0,0,,RPPNMLQJQHIFFCR66CA,235.07,2.81,0.9,,
麻豆區,房地(土地+建物),台南市麻豆區東角里２鄰文昌路６之９號五樓,18.42,住,,,1020722,土地2建物1車位0,五層,八層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0840310,106.50999999999999,3,2,2,有,無,2380000,22345,,0.0,0,,RPVOMLMJQHIFFCR96CA,70.86,0.0,9.58,,
麻豆區,土地,中興段872地號,13.0,住,,,1020710,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,470990,36230,,0.0,0,畸零地或有合併使用之交易。,RPTNMLMLQHIFFCR86CA,0.0,0.0,0.0,,
將軍區,土地,嘉昌段1327地號,3103.0,,特定農業區,農牧用地,1020716,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,1551500,500,,0.0,0,,RPQNMLMJQHIFFDR09CA,0.0,0.0,0.0,,
佳里區,房地(土地+建物),台南市佳里區安西里18鄰光復路363號,165.0,住,,,1020621,土地1建物1車位0,全,四層,透天厝,見其他登記事項,鋼筋混凝土造,1020327,411.06,5,4,5,有,無,38000000,92444,,0.0,0,,RPVNMLMJQHIFFDR96CA,368.3,14.1,28.66,,
佳里區,房地(土地+建物),臺南市佳里區建南里２０鄰自由街９３巷３號,76.0,住,,,1020714,土地3建物1車位0,全,二層,透天厝,見其他登記事項,加強磚造,0660609,82.78,3,2,2,有,無,1000000,12080,,0.0,0,,RPQNMLNJQHIFFDR56CA,79.45,0.0,3.33,,
佳里區,房地(土地+建物),臺南市佳里區建南里佳南路231號,90.85,住,,,1020716,土地1建物1車位0,全,四層,透天厝,住商用,鋼筋混凝土造,1010806,208.68,5,2,4,有,無,6800000,32586,,0.0,0,,RPOOMLNJQHIFFDR09CA,183.58,0.0,25.1,,
佳里區,房地(土地+建物),臺南市佳里區建南里安南路１１７號,215.39,住,,,1020726,土地1建物1車位0,全,四層,透天厝,住家用,鋼筋混凝土造,0940422,411.18,6,3,5,有,無,10000000,24320,,0.0,0,姨甥關係間之交易。,RPVNMLRJQHIFFDR47CA,357.01,0.0,54.17,,
西港區,土地,後營段1492地號,593.0,,特定農業區,農牧用地,1020719,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,3408000,5747,,0.0,0,,RPWNMLRJQHIFFDR57CA,0.0,0.0,0.0,,
佳里區,房地(土地+建物),臺南市佳里區嘉福里下?１１０之１０號,109.8,,鄉村區,乙種建築用地,1020716,土地1建物1車位0,全,四層,透天厝,住家用,鋼筋混凝土造,0831116,214.17,4,2,2,有,無,3000000,14008,,0.0,0,親友、員工或其他特殊關係間之交易。,RPPOMLRJQHIFFDR96CA,196.69,0.0,17.48,,
西港區,房地(土地+建物),臺南市西港區新復村溪埔寮１７之７號,308.49,,鄉村區,乙種建築用地,1020725,土地4建物1車位0,全,二層,透天厝,住商用,加強磚造,0730127,94.19,4,2,2,有,無,1500000,15925,,0.0,0,急買急賣。,RPPNMLSKQHIFFDR07CA,90.67,0.0,3.52,,
善化區,房地(土地+建物)+車位,臺南市善化區小新里陽光北一路201號,116.94,住,,,1020628,土地1建物1車位2,全,三層,透天厝,住家用,鋼筋混凝土造,1020430,198.85,5,2,4,有,無,7550000,37968,一樓平面,0.0,0,,RPVNMLNJQHIFFER17CA,198.85,0.0,0.0,,
善化區,房地(土地+建物)+車位,臺南市善化區小新里陽光北一路209巷11號,113.87,住,,,1020628,土地2建物1車位2,全,四層,透天厝,住家用,鋼筋混凝土造,1020430,176.54,4,2,3,有,無,6620000,37499,一樓平面,0.0,0,,RPWNMLNJQHIFFER27CA,170.05,0.0,6.49,,
新化區,土地,大坑尾段58地號,780.84,,森林區,農牧用地,1020725,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,327951,420,,0.0,0,本件係借名登記返還無交付價金,RPVNMLPJQHIFFER37CA,0.0,0.0,0.0,,
新化區,土地,新太段375地號,125.26,商,,,1020701,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,5700000,45505,,0.0,0,,RPSNMLQJQHIFFER17CA,0.0,0.0,0.0,,
善化區,房地(土地+建物)+車位,臺南市善化區小新里陽光北一路209巷20號,114.97,住,,,1020628,土地2建物1車位2,全,四層,透天厝,住家用,鋼筋混凝土造,1020430,176.54,4,2,3,有,無,6700000,37952,一樓平面,0.0,0,,RPOOMLNJQHIFFER56CA,170.05,0.0,6.49,,
善化區,房地(土地+建物)+車位,臺南市善化區小新里陽光北一路209巷28號,114.97,住,,,1020628,土地2建物1車位2,全,四層,透天厝,住家用,鋼筋混凝土造,1020430,176.54,4,2,3,有,無,6700000,37952,一樓平面,0.0,0,,RPPOMLNJQHIFFER66CA,170.05,0.0,6.49,,
安定區,建物,臺南市安定區蘇厝２９３之７０號四樓,0.0,,,,1020712,土地0建物1車位0,四層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0960305,154.16,6,6,6,有,無,4200000,27244,,0.0,0,,RPVPMLKLQHIFFER27CA,134.24,0.0,19.92,,
安定區,土地,六塊寮段2400地號,598.0,,特定農業區,農牧用地,1020708,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,4760000,7960,,0.0,0,,RPUOMLKLQHIFFER07CA,0.0,0.0,0.0,,
新市區,建物,臺南市新巿區永就３７之９號,0.0,,,,1020710,土地0建物1車位0,全,四層,透天厝,住家用,鋼筋混凝土造,1020401,496.86,10,1,9,有,無,14100000,28378,,0.0,0,,RPPOMLKMQHIFFER66CA,471.36,0.0,25.5,,
仁德區,房地(土地+建物),臺南市仁德區仁義里中山路１０巷１６號,12395.76,工,,,1020718,土地4建物1車位0,一層,一層,工廠,工業用,鋼筋混凝土加強磚造,0630501,4833.8,0,0,0,無,無,204039149,,,0.0,0,關係企業之間的移轉,RPRNMLQJQHIFFFR17CA,4833.8,0.0,0.0,,
仁德區,房地(土地+建物),臺南市仁德區大甲里中正西路４０２號三樓之２２,4.83,住,,,1020723,土地2建物1車位0,三層,四層,套房(1房1廳1衛),見其他登記事項,鋼筋混凝土造,0960920,13.629999999999999,1,1,1,有,有,600000,44021,,0.0,0,,RPOOMLTJQHIFFFR27CA,7.14,0.9,0.0,,
仁德區,房地(土地+建物),臺南市仁德區大甲里中正西路４０２號三樓之２３,4.83,住,,,1020723,土地2建物1車位0,三層,四層,套房(1房1廳1衛),見其他登記事項,鋼筋混凝土造,0960920,13.629999999999999,1,1,1,有,有,600000,44021,,0.0,0,,SPOOMLTJQHIFFFR37CA,7.14,0.9,0.0,,
歸仁區,土地,媽祖廟段三小段1393地號,1004.0,,特定農業區,農牧用地,1020723,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,9000000,8964,,0.0,0,,RPPOMLOKQHIFFFR96CA,0.0,0.0,0.0,,
永康區,土地,北灣段555地號,286.22,住,,,1020716,土地4建物0車位0,,,其他,,,,0.0,0,0,0,有,無,7988800,27911,,0.0,0,,RPXNMLLJQHIFFHR47CA,0.0,0.0,0.0,,
永康區,房地(土地+建物),台南市永康區鹽行里新民街７７巷８弄１６號,98.47,住,,,1020712,土地3建物1車位0,四層，屋頂突出物，一層，二層，三層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0940525,255.91,8,0,8,有,無,9188000,35903,,0.0,0,,RPQPMLLJQHIFFHR96CA,250.2,0.0,5.71,,
永康區,房地(土地+建物)+車位,台南市永康區永二街４１７號九樓之１,19.37,住,,,1020716,土地2建物1車位1,九層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0830504,112.85,3,2,2,有,有,2700000,23926,升降機械,0.0,0,,RPTNMLMJQHIFFHR17CA,71.84,0.0,9.08,,
永康區,房地(土地+建物),臺南市永康區大橋里大橋一街１０３巷４１弄１２號,89.0,住,,,1020706,土地1建物1車位0,全,二層,透天厝,住家用,加強磚造,0720801,115.23,6,2,4,有,無,5500000,47731,,0.0,0,,RPRNMLPJQHIFFHR27CA,105.14,4.32,5.77,,
永康區,房地(土地+建物),臺南市永康區五王里中華路598之40號三樓,5.08,住,,,1020727,土地2建物1車位0,三層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0791203,26.99,1,0,1,有,無,490000,18155,,0.0,0,,RPVOMLPJQHIFFHR77CA,14.78,0.0,2.69,,
永康區,房地(土地+建物),臺南市永康區王行里王行路1018巷18號,81.0,住,,,1020725,土地1建物1車位0,全,二層,透天厝,住家用,鋼筋混凝土造,0770613,112.11,7,1,2,有,無,4100000,36571,,0.0,0,親友、員工或其他特殊關係間之交易。,RPOOMLSJQHIFFHR37CA,99.99,5.96,6.16,,
永康區,房地(土地+建物),臺南市永康區六合里新興街６之１號三樓之１,8.25,住,,,1020722,土地1建物1車位0,三層,十一層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0880519,81.29,3,2,2,有,有,3600000,44286,,0.0,0,,RPOPMLMKQHIFFHR96CA,44.91,6.03,6.08,,
永康區,建物,臺南市永康區中山南路１２３巷２１弄６之３號,0.0,,,,1020708,土地0建物1車位0,四層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0701228,76.57,2,2,1,有,無,780000,10187,,0.0,0,,RPSOMLOKQHIFFHR47CA,50.61,0.0,14.0,,
永康區,房地(土地+建物),臺南市永康區大橋一街５３之３號１１樓之１,11.36,住,,,1020625,土地1建物1車位0,十一層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0880824,106.57,3,2,2,有,有,2900000,27212,,0.0,0,,RPXNMLQKQHIFFHR08CA,74.1,0.0,9.97,,
永康區,房地(土地+建物),臺南市永康區北灣里大同街３３巷１１弄１１號,101.71,住,,,1020712,土地2建物1車位0,全,二層,透天厝,住家用,加強磚造,0770820,136.93,5,2,2,有,無,5350000,39071,,0.0,0,,RPWOMLQKQHIFFHR08CA,109.1,15.33,12.5,,
永康區,土地,鹽北段43地號,280.46,住,,,1020625,土地3建物0車位0,,,其他,,,,0.0,0,0,0,有,無,7400000,26385,,0.0,0,,RPWOMLKLQHIFFHR57CA,0.0,0.0,0.0,,
永康區,房地(土地+建物)+車位,臺南市永康區復國二路100巷5號,34.27,住,,,1020712,土地1建物1車位1,一層,七層,華廈(10層含以下有電梯),住家用,見其他登記事項,1020618,121.53,3,2,2,有,有,5590000,48648,坡道平面,22.04,750000,,RPXNMLLLQHIFFHR67CA,72.76,0.0,0.0,,
永康區,房地(土地+建物)+車位,臺南市永康區復國二路100巷5號二樓之1,38.29,住,,,1020712,土地1建物1車位1,二層,七層,華廈(10層含以下有電梯),住家用,見其他登記事項,1020618,133.36,3,2,2,有,有,5610000,43658,坡道平面,22.04,750000,,RPPOMLLLQHIFFHR96CA,72.87,0.0,8.52,,
永康區,房地(土地+建物)+車位,臺南市永康區復國二路100巷5號三樓之3,39.04,住,,,1020712,土地1建物1車位1,三層,七層,華廈(10層含以下有電梯),住家用,見其他登記事項,1020618,135.68,3,2,2,有,有,5520000,41975,坡道平面,22.04,750000,,RPQOMLLLQHIFFHR07CA,75.77,0.0,7.33,,
永康區,房地(土地+建物)+車位,臺南市永康區復國二路100巷1號五樓之1,38.67,住,,,1020712,土地1建物1車位1,五層,七層,華廈(10層含以下有電梯),住家用,見其他登記事項,1020618,137.21,3,2,2,有,有,5610000,42198,坡道平面,22.04,750000,,RPROMLLLQHIFFHR17CA,73.52,0.0,8.65,,
永康區,房地(土地+建物)+車位,臺南市永康區復國二路100巷1號四樓之2,30.88,住,,,1020712,土地1建物1車位1,五層,七層,華廈(10層含以下有電梯),住家用,見其他登記事項,1020618,108.75,2,2,1,有,有,4470000,41996,坡道平面,18.98,700000,,RPSOMLLLQHIFFHR27CA,61.39,0.0,4.27,,
永康區,房地(土地+建物),臺南市永康區安康里中華西街138號,119.0,住,,,1020603,土地1建物1車位0,一層，二層，三層，四層，騎樓,四層,店面(店鋪),住商用,鋼筋混凝土造,0840425,304.98,5,2,7,有,無,10300000,33773,,0.0,0,,RPSQMLKLQHIFFHR37CA,264.29,12.7,27.99,,
永康區,土地,鹽行段1441-2地號,1108.0,住,,,1020624,土地3建物0車位0,,,其他,,,,0.0,0,0,0,有,無,45256000,40845,,0.0,0,,RPUOMLMLQHIFFHR57CA,0.0,0.0,0.0,,
永康區,房地(土地+建物),臺南市永康區西灣里永華路221號三樓之1,13.59,住,,,1020715,土地1建物1車位0,三層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0810511,90.69,3,2,2,有,有,3500000,38593,,0.0,0,,RPSNMLNLQHIFFHR37CA,55.21,0.0,12.43,,
永康區,土地,三崁店段389-9地號,4.0,住,,,1020729,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,56870,14218,,0.0,0,,RPQOMLNLQHIFFHR27CA,0.0,0.0,0.0,,
永康區,房地(土地+建物),臺南市永康區中正路２５６巷１號之４１,20.33,住,,,1020701,土地1建物1車位0,十二層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0820824,112.84,3,2,2,有,有,2800000,24814,,0.0,0,,RPOOMLQLQHIFFHR37CA,83.96,1.73,10.03,,
永康區,土地,勝利段15地號,5.9,其他,,,1020726,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,510000,86441,,0.0,0,,RPVNMLTLQHIFFHR28CA,0.0,0.0,0.0,,
安平區,房地(土地+建物),台南市安平區慶平路92-1號,90.5,商,,,1020710,土地1建物1車位0,全,四層,透天厝,見其他登記事項,鋼筋混凝土構造,1000519,295.41,4,2,3,有,無,14800000,50100,,0.0,0,,RPOPMLLJQHIFFAD37DA,0.0,0.0,0.0,,
北區,房地(土地+建物),台南市北區開元路394巷24號,78.0,住,,,1020717,土地2建物1車位0,全,三層,透天厝,住商用,鋼筋混凝土構造,0680307,124.06,4,2,4,有,無,6350000,51185,,0.0,0,含增建或未登記建物。,RPTNMLMJQHIFFAD77DA,124.06,0.0,0.0,,
北區,房地(土地+建物),台南市北區公園路769巷32弄31號,55.91,住,,,1020723,土地1建物1車位0,全,二層,透天厝,住家用,加強磚造,0571120,76.11,2,2,1,有,無,2300000,30219,,0.0,0,,RPQOMLMJQHIFFAD57DA,76.11,0.0,0.0,,
安平區,房地(土地+建物),臺南市安平區永華11街141巷18號,191.0,住,,,1020701,土地1建物1車位0,全,三層,透天厝,住家用,鋼筋混凝土構造,0911025,282.94,5,2,5,有,無,21000000,74221,,0.0,0,,RPXNMLPJQHIFFAD48DA,0.0,0.0,0.0,,
中西區,房地(土地+建物),臺南市中西區民權路三段196號之3,17.73,商,,,1020625,土地1建物1車位0,一層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土構造,0850911,116.45,3,2,2,有,有,2500000,21468,,0.0,0,,RPRRMLRJQHIFFAD48DA,81.65,0.0,2.8,,
