鄉鎮市區,交易標的,土地位置建物門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積平方公尺,車位總價元,備註,編號,主建物面積,附屬建物面積,陽台面積,電梯,移轉編號
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,total price NTD,the unit price (NTD / square meter),the berth category,berth shifting total area square meter,the berth total price NTD,the note,serial number,main building area,auxiliary building area,balcony area,elevator,transaction number
新營區,房地(土地+建物),臺南市新營區建業路２６９巷２０弄１２號,19.56,住,,,1150130,土地2建物1車位0,一層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0831230,111.08000000000001,3,2,2,有,有,4380000,39431,,0.0,0,,RPPNMLPJKHLGFDD77DA,73.11,15.07,0.0,有,
新營區,土地,新民段240地號,97.91,住,,,1150129,土地2建物0車位0,,,其他,,,,0.0,0,0,0,無,無,1500000,15320,,0.0,0,,RPQNMLQJKHLGFDD97DA,0.0,0.0,0.0,無,063
東山區,土地,許秀才段2142地號,1900.0,,特定農業區,農牧用地,1150105,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,2470000,1300,,0.0,0,,RPPNMLPJKHLGFED87DA,0.0,0.0,0.0,無,
東山區,房地(土地+建物),臺南市東山區東山里東山３１７之１２號,283.69,住,,,1150113,土地2建物1車位0,全,四層,透天厝,住家用,鋼筋混凝土造,1140811,230.41,5,3,5,有,無,16500000,71611,,0.0,0,,RPTNMLPJKHLGFED28DA,212.42,0.0,17.99,無,
官田區,土地,隆西段50地號,6131.81,,特定農業區,農牧用地,1150102,土地2建物0車位0,,,其他,,,,0.0,0,0,0,無,無,15000000,2446,,0.0,0,,RPWNMLNKJHLGFFD48DA,0.0,0.0,0.0,無,
麻豆區,房地(土地+建物),臺南市麻豆區安業７６之２６號,103.91,,鄉村區,乙種建築用地,1150103,土地3建物1車位0,全,四層,透天厝,住家用,鋼筋混凝土造,1140507,178.9,4,2,5,有,無,13000000,72666,,0.0,0,,RPSNMLTLJHLGFFD78DA,156.03,0.0,22.87,無,
麻豆區,房地(土地+建物)+車位,臺南市麻豆區民生路１９之５號４樓之１,57.81,住,,,1150102,土地1建物1車位1,四層,五層,華廈(10層含以下有電梯),住家用,鋼筋混凝土構造,1100824,172.57999999999998,3,2,2,有,有,12000000,69533,坡道平面,33.05,0,,RPWNMLOJKHLGFFD58DA,93.81,0.0,10.01,有,064
將軍區,房地(土地+建物),臺南市將軍區鯤鯓里２２８之１９號,95.0,,鄉村區,乙種建築用地,1150126,土地1建物1車位0,全,三層,透天厝,住家用,鋼筋混凝土造,0740205,153.69,4,2,3,有,無,3800000,24725,,0.0,0,,RPPNMLMJKHLGFGD77DA,151.55,0.0,2.14,無,
左鎮區,土地,內庄子段350-10地號,2725.0,,一般農業區,農牧用地,1150120,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,6465000,2372,,0.0,0,,RPPNMLMLJHLGFHD97DA,0.0,0.0,0.0,無,
左鎮區,土地,內庄子段350-15地號,125.93,,一般農業區,農牧用地,1150120,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,85000,675,,0.0,0,,SPPNMLMLJHLGFHD08DA,0.0,0.0,0.0,無,065
善化區,房地(土地+建物),臺南市善化區六分寮３２５之２６號,74.83,,鄉村區,乙種建築用地,1150128,土地1建物1車位0,全,三層,透天厝,住家用,鋼筋混凝土造,0810728,137.64,3,2,2,有,無,3500000,25429,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；急買急賣；,RPPNMLPJKHLGFHD18DA,128.82,0.0,8.82,無,
歸仁區,房地(土地+建物)+車位,臺南市歸仁區崙頂街２１號五樓之２,26.78,住,,,1150110,土地1建物1車位1,五層,六層,華廈(10層含以下有電梯),住家用,鋼筋混凝土構造,1071105,85.9,2,2,1,有,有,7080000,82421,一樓平面,6.91,0,,RPQOMLRLJHLGFID78DA,52.97,0.0,4.58,有,066
歸仁區,車位,臺南市歸仁區文化街三段１８巷２號八樓之２,0.1,住,,,1150106,土地1建物1車位1,八層,八層,其他,住家用,鋼筋混凝土造,0830205,28.87,0,0,0,無,有,500000,,坡道平面,0.0,500000,持分買賣僅車位交易；,RPWNMLSLJHLGFID76DA,0.0,0.0,0.0,有,
仁德區,土地,三甲子段175地號,36.92,,鄉村區,乙種建築用地,1150129,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,510000,13814,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPRNMLTLJHLGFID98DA,0.0,0.0,0.0,無,
龍崎區,土地,崎頂段367-8地號,101.5,,山坡地保育區,交通用地,1150129,土地3建物0車位0,,,其他,,,,0.0,0,0,0,無,無,50000,493,,0.0,0,,RPSOMLTLJHLGFID56DA,0.0,0.0,0.0,無,
仁德區,土地,正義段542地號,325.04,,,,1150127,土地2建物0車位0,,,其他,,,,0.0,0,0,0,無,無,10500000,32304,,0.0,0,包含公共設施保留地用地；,RPQNMLLJKHLGFID97DA,0.0,0.0,0.0,無,
仁德區,土地,保甲段759地號,5395.19,,一般農業區,農牧用地,1150129,土地4建物0車位0,,,其他,,,,0.0,0,0,0,無,無,13870000,2571,,0.0,0,,RPRNMLPJKHLGFID48DA,0.0,0.0,0.0,無,
仁德區,土地,保甲段783地號,7902.05,,一般農業區,農牧用地,1150129,土地5建物0車位0,,,其他,,,,0.0,0,0,0,無,無,20300000,2569,,0.0,0,,RPSNMLPJKHLGFID58DA,0.0,0.0,0.0,無,
龍崎區,土地,龍船段607-3地號,7339.38,,山坡地保育區,農牧用地,1150111,土地20建物0車位0,,,其他,,,,0.0,0,0,0,無,無,1500000,204,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPTNMLPJKHLGFID68DA,0.0,0.0,0.0,無,
永康區,房地(土地+建物)+車位,臺南市永康區東橋一路５８２號六樓之６,17.53,住,,,1150104,土地1建物1車位1,六層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土構造,1050829,117.47999999999999,2,2,1,有,有,11100000,94484,坡道平面,30.26,0,,RPTNMLMKJHLGFKD58DA,53.47,0.0,7.61,有,
永康區,土地,鹽東段1603地號,352.14,都市：其他:道路用地,,,1150121,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,9000673,25560,,0.0,0,包含公共設施保留地用地；,RPTNMLLLJHLGFKD58DA,0.0,0.0,0.0,無,067
永康區,土地,鹽東段1630地號,206.93,都市：其他:道路用地,,,1150121,土地2建物0車位0,,,其他,,,,0.0,0,0,0,無,無,5289123,25560,,0.0,0,包含公共設施保留地用地；,RPWNMLLLJHLGFKD88DA,0.0,0.0,0.0,無,067
永康區,土地,鹽東段1034地號,599.02,都市：其他:道路用地,,,1150121,土地2建物0車位0,,,其他,,,,0.0,0,0,0,無,無,10710477,17880,,0.0,0,包含公共設施保留地用地；,RPXNMLLLJHLGFKD98DA,0.0,0.0,0.0,無,
永康區,房地(土地+建物)+車位,臺南市永康區正強里自強路２５５巷３５弄２之２２號,14.56,住,,,1150111,土地1建物1車位1,四層,五層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0820803,57.660000000000004,3,1,2,有,有,3040000,52714,一樓平面,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPROMLKMJHLGFKD48DA,40.15,0.0,3.49,有,069
永康區,土地,鹽新段93地號,497.84,都市：其他:道路用地,,,1150112,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,22644959,45486,,0.0,0,包含公共設施保留地用地；,RPXNMLMJKHLGFKD98DA,0.0,0.0,0.0,無,
永康區,房地(土地+建物),臺南市永康區大灣路７６４巷５８號六樓之１,5.29,住,,,1150125,土地1建物1車位0,六層,六層,華廈(10層含以下有電梯),辦公用,鋼筋混凝土造,0940708,21.950000000000003,1,1,1,有,有,1420000,64692,,0.0,0,,RPWNMLNJKHLGFKD98DA,10.72,0.83,0.0,有,
永康區,房地(土地+建物),臺南市永康區王行路１０１８巷４９弄２號,88.54,住,,,1150124,土地2建物1車位0,全,二層,透天厝,住家用,鋼筋混凝土造,0701126,110.22,5,2,3,有,無,9000000,81655,,0.0,0,頂樓加蓋；其他增建；,RPUNMLPJKHLGFKD98DA,100.86,0.0,9.36,無,070
永康區,房地(土地+建物),臺南市永康區永勝街８１巷３６號,66.37,住,,,1150117,土地2建物1車位0,全,四層,透天厝,住家用,鋼筋混凝土造,1140123,171.97,4,2,4,有,無,19300000,112229,,0.0,0,陽台外推；,RPPNMLPJKHLGFKD58EA,153.78,0.0,18.19,無,
中西區,房地(土地+建物),臺南市中西區頂美一街７號三樓之５,7.18,住,,,1150109,土地1建物1車位0,三層，陽台,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0661202,33.93,1,1,1,有,有,1880000,55408,,0.0,0,,RPXNMLNLJHLGFAD18DA,27.78,0.0,0.0,有,
中西區,房地(土地+建物),臺南市中西區頂美一街６５巷５號,235.7,住,,,1150128,土地1建物1車位0,全,五層,透天厝,住家用,鋼筋混凝土構造,1021031,667.75,5,2,5,有,無,58800000,88057,,0.0,0,未登記建物；,RPSOMLKMJHLGFAD57DA,608.65,0.0,59.1,有,
北區,房地(土地+建物),臺南市北區公園南路３６２巷２號十三樓之１,13.63,住,,,1150125,土地1建物1車位0,十三層,二十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0840104,171.29999999999998,2,2,2,有,有,9000000,52539,,0.0,0,,RPUNMLPJKHLGFAD97DA,118.03,1.09,10.77,有,
中西區,房地(土地+建物),臺南市中西區西寧街１９號,37.52,住,,,1150122,土地1建物1車位0,全,三層,透天厝,住家用,磚造,0520000,89.2,6,1,6,有,無,2500000,28027,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPOOMLPJKHLGFAD47DA,89.2,0.0,0.0,無,
北區,土地,立人段1108-2地號,15.0,住,,,1150127,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,2631600,175440,,0.0,0,政府機關標讓售；,RPUNMLTJKHLGFAD38DA,0.0,0.0,0.0,無,
安平區,房地(土地+建物)+車位,臺南市安平區國平西路３１號,42.88,商,,,1150129,土地1建物1車位2,一層，二層,二十四層,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土構造,1070214,458.59,0,0,2,有,有,45000000,101142,坡道平面,51.24,3800000,,RPQOMLTJKHLGFAD08DA,288.57,0.0,14.7,有,
安南區,房地(土地+建物),臺南市安南區安富街２４５巷３６號,82.46,住,,,1150118,土地1建物1車位0,全,三層,透天厝,住家用,鋼筋混凝土造,1120522,151.33,4,2,4,有,無,22000000,145378,,0.0,0,,RPRNMLMLJHLGFBD57DA,137.85,0.0,13.48,無,
安南區,房地(土地+建物),臺南市安南區安中路一段６９８巷４０之２號,71.19,住,,,1150120,土地15建物1車位0,三層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0700907,102.32000000000001,3,2,2,有,無,2600000,25410,,0.0,0,陽台外推；,RPSNMLSLJHLGFBD28DA,80.67,0.01,10.7,無,
安南區,房地(土地+建物),臺南市安南區敬安街１１號三樓之１,11.59,住,,,1150104,土地2建物1車位0,三層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0840525,87.83000000000001,2,1,1,有,有,6350000,72299,,0.0,0,,RPTSMLSLJHLGFBD88DA,62.96,0.0,6.83,有,
東區,房地(土地+建物),臺南市東區崇明七街６９號,38.33,住,,,1150126,土地1建物1車位0,全,二層,透天厝,住商用,鋼筋混凝土造,0760525,53.44,7,2,4,有,無,4390000,82148,,0.0,0,其他增建；,RPSNMLNJKHLGFCD77DA,50.4,0.0,3.04,無,
東區,房地(土地+建物)+車位,臺南市東區慶東街３５號八樓,1.33,住,,,1150101,土地1建物1車位1,八層,十一層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0800322,156.81,2,2,2,有,有,7700000,49104,坡道平面,0.0,0,本案建物坐落土地部分為仁愛之家所有，須辦理租賃權移轉。,RPQNMLPJKHLGFCD77DA,91.69,0.0,9.43,有,
東區,房地(土地+建物)+車位,臺南市東區崇明十五街４０號五樓,23.02,住,,,1150115,土地2建物1車位1,五層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0830309,119.48,3,2,2,有,有,7350000,61517,坡道平面,0.0,0,,RPXNMLPJKHLGFCD48DA,78.8,1.8,8.18,有,
東區,房地(土地+建物),臺南市東區裕農路７２６巷１０２號,76.42,住,,,1150130,土地1建物1車位0,全,二層,透天厝,住家用,加強磚造,0750226,111.2,4,2,4,有,無,3680000,33094,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；未登記建物；,RPROMLPJKHLGFCD97DA,105.33,0.0,5.87,無,
柳營區,土地,柳中段1006地號,6.38,商,,,1150131,土地2建物0車位0,,,其他,,,,0.0,0,0,0,無,無,192000,30094,,0.0,0,,RPQNMLSJKHLGFDD18DA,0.0,0.0,0.0,無,
東山區,土地,許秀才段2002地號,1946.0,,特定農業區,農牧用地,1150102,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,3600000,1850,,0.0,0,,RPSNMLPJKHLGFED18DA,0.0,0.0,0.0,無,
麻豆區,土地,客子寮段164地號,785.95,,一般農業區,養殖用地,1150124,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,5500000,6998,,0.0,0,畸零地或有合併使用效益；,RPQNMLSLJHLGFFD48DA,0.0,0.0,0.0,無,
官田區,土地,渡社崎段1720地號,639.17,住,,,1150123,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,260000,407,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；未登記建物；,RPQNMLQJKHLGFFD18DA,0.0,0.0,0.0,無,
西港區,房地(土地+建物),臺南市西港區烏竹林５１之５號,109.93,,鄉村區,乙種建築用地,1150109,土地2建物1車位0,全,三層,透天厝,住家用,鋼筋混凝土造,1130927,187.54,5,2,4,有,無,15180000,80943,,0.0,0,,RPTOMLMLJHLGFGD38DA,174.62,0.0,12.92,無,
七股區,土地,竹橋段828地號,121.0,,鄉村區,乙種建築用地,1150113,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,1700000,14050,,0.0,0,,RPUNMLOJKHLGFGD48DA,0.0,0.0,0.0,無,
將軍區,土地,忠興段87地號,1000.0,,特定農業區,農牧用地,1150126,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,1200000,1200,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPWNMLOJKHLGFGD68DA,0.0,0.0,0.0,無,
佳里區,房地(土地+建物)+車位,臺南市佳里區民安里６鄰同安寮９３之１號六樓之１,31.0,,鄉村區,乙種建築用地,1150105,土地1建物1車位1,六層,六層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1071106,113.15,3,2,2,有,有,7140000,67797,坡道機械,18.16,700000,,RPRNMLPJKHLGFGD28DA,66.46,0.0,6.04,有,
西港區,土地,成功段989地號,422.4,,鄉村區,乙種建築用地,1150106,土地7建物0車位0,,,其他,,,,0.0,0,0,0,無,無,3471722,8219,,0.0,0,包含公共設施保留地用地；,RPWOMLPJKHLGFGD88DA,0.0,0.0,0.0,無,
將軍區,土地,巷口段二小段436地號,2071.0,,特定農業區,農牧用地,1150116,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,2000000,966,,0.0,0,農作物；,RPXOMLPJKHLGFGD98DA,0.0,0.0,0.0,無,
佳里區,房地(土地+建物),臺南市佳里區忠仁里１２鄰忠仁９０之６號,67.01,住,,,1150119,土地1建物1車位0,全,二層,透天厝,住商用,磚造、ＲＣ補強,0670502,96.2,2,2,2,有,無,2500000,25988,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；頂樓加蓋；,RPRNMLQJKHLGFGD38DA,96.2,0.0,0.0,無,
將軍區,土地,漚汪段中甲小段986地號,1124.0,,特定農業區,農牧用地,1150129,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,2000000,1779,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPPOMLQJKHLGFGD28DA,0.0,0.0,0.0,無,
西港區,土地,檨林段2021地號,27.25,,特定農業區,甲種建築用地,1150121,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,400000,14679,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPQNMLTJKHLGFGD58DA,0.0,0.0,0.0,無,
西港區,土地,檨林段2027地號,136.7,,特定農業區,甲種建築用地,1150121,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,2000000,14631,,0.0,0,持分建物不計價親友、員工、共有人或其他特殊關係間之交易；未登記建物；,SPQNMLTJKHLGFGD68DA,0.0,0.0,0.0,無,
仁德區,房地(土地+建物)+車位,臺南市仁德區仁和里和愛街８號十一樓之５,44.53,住,,,1150116,土地1建物1車位1,十一層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0990422,164.17,3,2,2,有,有,12200000,74313,坡道平面,0.0,0,僅車位使用權無產權.,RPUOMLMJKHLGFID58DA,95.38,0.0,10.28,有,
關廟區,土地,民生段31地號,148.5,住,,,1150112,土地3建物0車位0,,,其他,,,,0.0,0,0,0,無,無,8000000,53872,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；未登記建物；,RPPNMLPJKHLGFID28DA,0.0,0.0,0.0,無,
仁德區,土地,長興段773地號,4.97,住,,,1150129,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,150000,30181,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPTRMLPJKHLGFID09DA,0.0,0.0,0.0,無,
仁德區,土地,十三甲段1023-6地號,1107.0,,一般農業區,農牧用地,1150116,土地4建物0車位0,,,其他,,,,0.0,0,0,0,無,無,5749466,5194,,0.0,0,,RPSSMLQJKHLGFID56DA,0.0,0.0,0.0,無,
仁德區,土地,十三甲段1026地號,490.0,,一般農業區,農牧用地,1150116,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,2445713,4991,,0.0,0,,RPXSMLQJKHLGFID07DA,0.0,0.0,0.0,無,
永康區,房地(土地+建物)+車位,臺南市永康區六合里新興街８之５號十樓之３,10.08,住,,,1150110,土地1建物1車位1,十層,十一層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0880519,97.75,3,2,2,有,有,6500000,66496,坡道平面,0.0,0,夾層；,RPQOMLLLJHLGFKD38DA,44.26,6.03,6.67,有,
歸仁區,土地,八甲段446地號,550.5,,一般農業區,農牧用地,1150109,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,2270000,4124,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPWNMLSLJHLGFID86EA,0.0,0.0,0.0,無,
安平區,房地(土地+建物)+車位,臺南市安平區健康三街４６０巷６號六樓,6.87,住,,,1141230,土地1建物1車位1,六層,六層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0810508,34.84,3,2,2,有,有,2000000,57405,坡道平面,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPSNMLRLJHLGFAD08DA,23.96,0.0,3.46,有,003
北區,房地(土地+建物),臺南市北區育德路４９巷１號,108.88,住,,,1141206,土地2建物1車位0,全,二層,透天厝,住家用,加強磚造,0641013,106.48,3,2,2,有,無,11300000,106123,,0.0,0,其他增建；未登記建物；,RPWNMLRLJHLGFAD48DA,106.48,0.0,0.0,無,
安南區,土地,學南段275地號,882.93,工,,,1141211,土地24建物0車位0,,,其他,,,,0.0,0,0,0,無,無,11617980,13158,,0.0,0,具重建或重劃、都更等效益；,RPVNMLMKJHLGFBD87DA,0.0,0.0,0.0,無,
南區,房地(土地+建物),臺南市南區金華路一段３５２巷１５８之１號,93.0,住,,,1141203,土地1建物1車位0,全,三層,透天厝,住家用,鋼筋混凝土構造,1090708,170.52,2,4,4,有,無,17000000,99695,,0.0,0,,RPPPMLOKJHLGFCD77DA,158.39,0.0,12.13,無,072
東區,房地(土地+建物),臺南市東區裕農路６２１巷７６號,83.8,住,,,1141226,土地2建物1車位0,全,二層,透天厝,住商用,加強磚造,0680119,95.58,3,1,1,有,無,3700000,38711,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPVNMLQKJHLGFCD38DA,95.58,0.0,0.0,無,
東區,房地(土地+建物)+車位,臺南市東區崇賢二路１２２號十二樓之１,20.77,住,,,1141228,土地1建物1車位1,十二層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1130816,140.2,3,2,2,有,有,15700000,122247,坡道平面,26.25,1770000,預售屋、或土地及建物分件登記案件；,RPWNMLLLJHLGFCD08DA,69.68,0.0,4.38,有,
東區,房地(土地+建物),臺南市東區裕英街１３號,96.0,住,,,1141220,土地1建物1車位0,全,三層,透天厝,住家用,鋼筋混凝土造,0890612,173.49,4,2,3,有,無,19700000,113551,,0.0,0,其他增建；,RPQNMLSLJHLGFCD18DA,161.09,0.0,12.4,無,
柳營區,土地,旭山段773地號,28.64,,鄉村區,乙種建築用地,1141214,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,155966,5446,,0.0,0,,RPSNMLTLKIKGFDD68DA,0.0,0.0,0.0,無,
柳營區,土地,果毅後段1544-144地號,722.33,,風景區,農牧用地,1141202,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,180000,249,,0.0,0,未登記建物；,RPSNMLRLJHLGFDD38DA,0.0,0.0,0.0,無,073
後壁區,房地(土地+建物),臺南市後壁區菁寮里菁寮１７３號,484.39,,鄉村區,乙種建築用地,1141216,土地1建物1車位0,全,二層,透天厝,住商用,加強磚造,0720914,152.7,4,2,2,有,無,6380000,41781,,0.0,0,未登記建物；,RPSOMLRKKIKGFED58DA,139.45,6.61,6.64,無,
白河區,房地(土地+建物),臺南市白河區昇安里三間厝３０之２５號,66.0,,鄉村區,乙種建築用地,1141214,土地1建物1車位0,全,二層,透天厝,住家用,加強磚造,0690207,81.71,3,2,2,有,無,2500000,30596,,0.0,0,頂樓加蓋；,RPSNMLPKJHLGFED18DA,75.34,0.0,6.37,無,
佳里區,房地(土地+建物),臺南市佳里區佳青路一段２０２號五樓之５,21.33,,一般農業區,甲種建築用地,1141218,土地1建物1車位0,五層,五層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1141003,65.88,2,2,1,有,有,4750000,72101,,0.0,0,,RPVNMLSLJHLGFGD09DA,44.08,0.0,4.84,有,
安定區,土地,港子尾段866-2地號,867.0,農,,,1141215,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,12326000,14217,,0.0,0,,RPUNMLMKJHLGFHD38DA,0.0,0.0,0.0,無,
新化區,土地,知母義段941地號,668.0,,一般農業區,農牧用地,1141217,土地2建物0車位0,,,其他,,,,0.0,0,0,0,無,無,541080,810,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPRNMLSLJHLGFHD78DA,0.0,0.0,0.0,無,074
新化區,土地,知母義段941地號,668.0,,一般農業區,農牧用地,1141217,土地2建物0車位0,,,其他,,,,0.0,0,0,0,無,無,541080,810,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPSNMLSLJHLGFHD88DA,0.0,0.0,0.0,無,074
新化區,土地,知母義段941地號,334.0,,一般農業區,農牧用地,1141215,土地2建物0車位0,,,其他,,,,0.0,0,0,0,無,無,270541,810,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPTNMLSLJHLGFHD98DA,0.0,0.0,0.0,無,074
新化區,土地,知母義段941地號,334.0,,一般農業區,農牧用地,1141216,土地2建物0車位0,,,其他,,,,0.0,0,0,0,無,無,270541,810,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPUNMLSLJHLGFHD09DA,0.0,0.0,0.0,無,074
新化區,土地,知母義段941地號,668.0,,一般農業區,農牧用地,1141215,土地2建物0車位0,,,其他,,,,0.0,0,0,0,無,無,541080,810,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPVNMLSLJHLGFHD56DA,0.0,0.0,0.0,無,074
關廟區,土地,新埔段521-1地號,400.33,,一般農業區,農牧用地,1141202,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,420000,1049,,0.0,0,,RPUOMLRLJHLGFID56DA,0.0,0.0,0.0,無,079
永康區,房地(土地+建物),臺南市永康區復國一路２１０巷１２號,46.87,住,,,1141216,土地1建物1車位0,全,二層,透天厝,住家用,加強磚造,0690400,56.33,4,2,3,有,無,2300000,40831,,0.0,0,,RPQNMLKLKIKGFKD28DA,56.33,0.0,0.0,無,080
永康區,房地(土地+建物)+車位,臺南市永康區永勝街５５號十四樓之３,16.25,住,,,1141202,土地1建物1車位1,十四層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1141022,119.13,2,2,1,有,有,10800000,106507,坡道平面,33.22,1650000,,RPXNMLLMKIKGFKD56DA,50.62,0.0,6.07,有,
永康區,房地(土地+建物),臺南市永康區中山南路４９０巷２弄６號三樓之２,17.79,住,,,1141204,土地1建物1車位0,三層,十層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0800513,103.88,2,2,2,有,有,7800000,75087,,0.0,0,其他增建；,RPQOMLQJJHLGFKD68DA,69.73,0.0,13.76,有,081
後壁區,土地,嘉田段73地號,1280.0,,特定農業區,農牧用地,1141217,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,1000000,781,,0.0,0,,RPPNMLMJKHLGFED67EA,0.0,0.0,0.0,無,
安平區,房地(土地+建物)+車位,臺南市安平區國平北路１４７號二十九樓之２,14.27,商,,,1141201,土地1建物1車位1,二十九層,三十四層,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造、鋼筋混凝土造,1140415,181.57999999999998,3,2,2,有,有,18880000,103976,坡道平面,27.92,0,,RPSUMLLJKIKGFAD08DA,88.73,0.0,11.59,有,082
北區,房地(土地+建物),臺南市北區南園街１２７巷１３７弄２號,91.71,住,,,1141206,土地2建物1車位0,全,二層,透天厝,住家用,加強磚造,0600510,88.25,4,2,2,有,無,5200000,58924,,0.0,0,,RPQQMLPKJHLGFAD87DA,88.25,0.0,0.0,無,
北區,房地(土地+建物),臺南市北區開南街２７５巷２４弄８號,75.0,住,,,1141220,土地1建物1車位0,全,二層,透天厝,住家用,加強磚造,0690119,81.54,4,2,3,有,無,9800000,120186,,0.0,0,頂樓加蓋；其他增建；,RPWNMLQKJHLGFAD28DA,81.54,0.0,0.0,無,083
安平區,房地(土地+建物)+車位,臺南市安平區建平七街５５０號四樓之９,8.76,商,,,1141228,土地1建物1車位1,四層,二十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1121108,92.38,2,2,2,有,有,8150000,95477,坡道機械,18.54,1100000,含裝潢費；,RPOOMLMLJHLGFAD27DA,42.22,2.32,3.34,有,
北區,房地(土地+建物)+車位,臺南市北區北門路二段５２７巷５號八樓之１,32.06,住,,,1141214,土地1建物1車位1,八層,十一層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0930329,146.25,3,2,2,有,有,9000000,61538,坡道平面,0.0,0,,RPOOMLSLJHLGFAD87DA,86.63,0.0,11.09,有,084
