鄉鎮市區,交易標的,土地位置建物門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積平方公尺,車位總價元,備註,編號,主建物面積,附屬建物面積,陽台面積,電梯,移轉編號
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,total price NTD,the unit price (NTD / square meter),the berth category,berth shifting total area square meter,the berth total price NTD,the note,serial number,main building area,auxiliary building area,balcony area,elevator,transaction number
六甲區,土地,中社段179-9地號,147.0,,鄉村區,乙種建築用地,1150201,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,578100,3933,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPSNMLMJKHLGFFD97DA,0.0,0.0,0.0,無,
下營區,土地,仁里段1084地號,15.34,住,,,1150202,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,900000,58670,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPPNMLNJKHLGFFD87EA,0.0,0.0,0.0,無,
南區,土地,南豐段37-18地號,396.8,農,,,1150202,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,4000000,10081,,0.0,0,,RPTOMLPJKHLGFCD18DA,0.0,0.0,0.0,無,
柳營區,土地,篤農段378-2地號,2.83,,鄉村區,乙種建築用地,1150204,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,19775,6988,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPVNMLTJKHLGFDD88EA,0.0,0.0,0.0,無,001
柳營區,土地,篤農段378-2地號,8.48,,鄉村區,乙種建築用地,1150204,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,59325,6996,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPWNMLTJKHLGFDD98EA,0.0,0.0,0.0,無,001
柳營區,土地,篤農段377-1地號,29.74,,鄉村區,乙種建築用地,1150204,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,208167,7000,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPXNMLTJKHLGFDD09EA,0.0,0.0,0.0,無,
中西區,房地(土地+建物),臺南市中西區金華路三段２５２號十一樓之１３,3.11,商,,,1150201,土地2建物1車位0,十一層,二十一層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0870219,35.230000000000004,1,0,1,有,有,2736800,77684,,0.0,0,,RPSNMLQJKHLGFAD87DA,22.73,0.31,2.71,有,
仁德區,房地(土地+建物),臺南市仁德區德財二街１３號,39.99,住,,,1150203,土地2建物1車位0,全,三層,透天厝,住家用,鋼筋混凝土構造,1101019,65.66000000000001,3,3,4,有,有,8100000,123363,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPPOMLTJKHLGFID78DA,60.54,0.0,4.89,有,
中西區,房地(土地+建物),臺南市中西區正興街２４號,3.31,商,,,1150116,土地1建物1車位0,全,三層,透天厝,住商用,鋼筋混凝土造,0810319,35.32,1,1,1,有,無,1600000,45300,,0.0,0,,RPPOMLQLJHLGFAD77DA,34.44,0.0,0.88,無,
安平區,房地(土地+建物)+車位,臺南市安平區健康三街４６０巷６號六樓,6.87,住,,,1150106,土地1建物1車位1,六層,六層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0810508,34.84,3,2,2,有,有,2000000,57405,坡道平面,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPRNMLRLJHLGFAD97DA,23.96,0.0,3.46,有,003
安平區,房地(土地+建物),臺南市安平區運河路５２巷５號,49.06,都市：其他:特定住宅專用區,,,1150116,土地1建物1車位0,全,二層,透天厝,住家用,加強磚造,0620910,40.87,3,1,3,有,無,2909000,71177,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；頂樓加蓋；,RPQNMLSLJHLGFAD97DA,40.87,0.0,0.0,無,
安南區,房地(土地+建物),臺南市安南區海東三街６８巷６號,125.1,住,,,1150101,土地2建物1車位0,全,三層,透天厝,住家用,鋼筋混凝土造,0870626,203.77,4,2,3,有,無,13600000,66742,,0.0,0,其他增建；,RPVNMLKLJHLGFBD77DA,194.39,0.0,9.38,無,
安南區,土地,慈安段772-5地號,95.49,住,,,1150116,土地2建物0車位0,,,其他,,,,0.0,0,0,0,無,無,2800000,29322,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；未登記建物；,RPSNMLRLJHLGFBD18DA,0.0,0.0,0.0,無,
安南區,土地,安東段225-1地號,498.99,都市：其他:細部計畫道路用地,,,1150116,土地3建物0車位0,,,其他,,,,0.0,0,0,0,無,無,6137577,12300,,0.0,0,包含公共設施保留地用地；,RPXNMLRLJHLGFBD68DA,0.0,0.0,0.0,無,
東區,房地(土地+建物)+車位,臺南市東區崇慶街一段９２號八樓之５,16.62,住,,,1150121,土地1建物1車位1,八層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1130816,114.97,2,2,2,有,有,12680000,124098,坡道平面,26.25,1670000,,RPUNMLMLJHLGFCD97DA,54.03,0.0,3.66,有,
東區,房地(土地+建物),臺南市東區府連路３４４巷１弄４０號,55.11,住,,,1150121,土地1建物1車位0,全,二層,透天厝,住家用,加強磚造,0631008,55.38,3,1,2,有,無,3000000,54171,,0.0,0,,RPPNMLRLJHLGFCD97DA,55.38,0.0,0.0,無,004
南區,房地(土地+建物)+車位,臺南市南區水交社路３８號五樓,28.18,住,,,1150118,土地2建物1車位1,五層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土構造,1071114,167.56,3,2,2,有,有,13300000,79375,坡道平面,35.45,0,,RPPNMLTLJHLGFCD18DA,79.1,0.0,10.63,有,005
東區,房地(土地+建物),臺南市東區裕敬路２００號,74.19,住,,,1150109,土地3建物1車位0,全,四層,透天厝,住家用,鋼筋混凝土造,0910625,173.36,5,2,3,有,有,16300000,94024,,0.0,0,陽台外推；其他增建；,RPRNMLKMJHLGFCD57DA,151.49,0.0,21.87,無,
新營區,房地(土地+建物)+車位,臺南市新營區同濟街２２６號四樓之六,37.89,住,,,1150102,土地1建物1車位1,四層,五層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1140613,132.22,3,1,2,有,有,10890000,84480,一樓平面,21.07,1500000,,RPQNMLOJJHLGFDD67DA,75.58,0.0,7.16,有,
新營區,房地(土地+建物)+車位,臺南市新營區中正路５３之２號六樓之一,14.03,住,,,1150118,土地1建物1車位1,六層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0840224,125.17999999999999,2,2,1,有,有,5200000,41540,坡道平面,0.0,0,陽台外推；,RPPNMLTLJHLGFDD28DA,66.94,0.0,9.63,有,
後壁區,土地,土溝段1375地號,6200.0,,特定農業區,農牧用地,1150114,土地4建物0車位0,,,其他,,,,0.0,0,0,0,無,無,8700000,1403,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPQNMLNKJHLGFED77DA,0.0,0.0,0.0,無,
後壁區,土地,土溝段1475地號,1000.0,,特定農業區,農牧用地,1150114,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,1300000,1300,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPRNMLNKJHLGFED87DA,0.0,0.0,0.0,無,
白河區,土地,中興段268-1地號,3.5,住,,,1150123,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,37100,10600,,0.0,0,,RPPNMLKMJHLGFED57DA,0.0,0.0,0.0,無,
白河區,土地,中興段268-2地號,1.0,住,,,1150123,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,10600,0,,0.0,0,,RPQNMLKMJHLGFED67DA,0.0,0.0,0.0,無,
白河區,土地,中興段268地號,2.0,住,,,1150123,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,12000,6000,,0.0,0,,RPRNMLKMJHLGFED77DA,0.0,0.0,0.0,無,
白河區,土地,中興段267-1地號,27.0,住,,,1150123,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,162000,6000,,0.0,0,,RPSNMLKMJHLGFED87DA,0.0,0.0,0.0,無,
下營區,土地,營南段742-1地號,2.58,住,,,1150106,土地2建物0車位0,,,其他,,,,0.0,0,0,0,無,無,79876,30960,,0.0,0,政府機關標讓售；,RPTNMLNLJHLGFFD28DA,0.0,0.0,0.0,無,
麻豆區,房地(土地+建物),臺南市麻豆區安業２０９號,157.64,,鄉村區,乙種建築用地,1150126,土地1建物1車位0,全,一層,透天厝,住家用,竹造,003,75.0,2,2,1,有,無,1300000,17333,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPPNMLTLJHLGFFD48DA,75.0,0.0,0.0,無,
西港區,建物,臺南市西港區子林１０８之２號,0.0,,,,1150112,土地0建物1車位0,全,四層,透天厝,住家用,鋼筋混凝土造,1140826,152.37,3,2,5,有,無,9768000,64107,,0.0,0,建物坐落地號：檨林段325-1地號；其他增建；,RPQNMLNKJHLGFGD97DA,140.04,0.0,12.33,無,
七股區,土地,下山子寮段157-17地號,542.2,,一般農業區,養殖用地,1150103,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,328000,605,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPPNMLOLJHLGFGD08DA,0.0,0.0,0.0,無,
佳里區,土地,佳里段3067地號,1527.0,,特定農業區,農牧用地,1150103,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,5100000,3340,,0.0,0,,RPPNMLSLJHLGFGD48DA,0.0,0.0,0.0,無,
七股區,土地,樹林段165地號,3222.0,,特定農業區,農牧用地,1150128,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,4500000,1397,,0.0,0,,RPRNMLTLJHLGFGD78DA,0.0,0.0,0.0,無,
善化區,房地(土地+建物),臺南市善化區陽明路１４２巷３９號之５５,82.89,農,,,1150112,土地2建物1車位0,全,四層,透天厝,住家用,鋼筋混凝土造,0940613,205.26,5,2,6,有,有,13100000,63821,,0.0,0,陽台外推；其他增建；,RPWPMLMKJHLGFHD78DA,174.99,0.0,30.27,無,
安定區,房地(土地+建物)+車位,臺南市安定區許中營９２之８號五樓之８,21.84,,特定農業區,甲種建築用地,1150121,土地2建物1車位1,五層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1131011,98.63,2,2,2,有,有,7300000,74014,一樓平面,18.7,0,,RPPQMLMLJHLGFHD28DA,49.78,0.0,4.31,有,006
善化區,土地,善特段179地號,165.29,都市：其他:生活服務區,,,1150115,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,24000000,145199,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPROMLRLJHLGFHD78DA,0.0,0.0,0.0,無,
歸仁區,房地(土地+建物)+車位,臺南市歸仁區高鐵大道３５號四樓之６,23.77,商,,,1150115,土地1建物1車位1,四層,十七層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1141023,141.32,3,2,2,有,有,13420000,94962,坡道平面,25.44,0,,RPQNMLRKJHLGFID58DA,68.27,0.0,7.17,有,007
永康區,房地(土地+建物)+車位,臺南市永康區永大路三段６２０號九樓之５,34.41,住,,,1150105,土地1建物1車位1,九層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土構造,1100915,156.37,3,2,2,有,有,13200000,84415,坡道平面,34.79,0,,RPQNMLLLJHLGFKD28DA,76.98,0.0,8.16,有,
永康區,房地(土地+建物),臺南市永康區勝利里勝利街１巷１４號,92.59,住,,,1150101,土地1建物1車位0,全,三層,透天厝,住商用,鋼筋混凝土造,0771222,139.78,7,3,3,有,無,12880000,92145,,0.0,0,頂樓加蓋；其他增建；,RPWNMLQLJHLGFKD76DA,135.03,0.0,4.75,無,
永康區,房地(土地+建物),臺南市永康區五王里成功路１７２巷８弄１０號二樓之３,16.36,住,,,1150119,土地1建物1車位0,二層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0830224,70.1,2,2,1,有,無,4800000,68474,,0.0,0,陽台外推；,RPSNMLSLJHLGFKD56DA,45.21,1.52,8.02,無,008
永康區,建物,臺南市永康區自強路７５０巷６８弄３７號,0.0,,,,1150110,土地0建物1車位0,全,二層,透天厝,住商用,加強磚造,0710724,91.44,3,2,2,有,無,1000000,10936,,0.0,0,建物坐落地號：龍安段1654地號；親友、員工、共有人或其他特殊關係間之交易；未登記建物；,RPOOMLSLJHLGFKD88DA,87.92,0.0,3.52,無,
永康區,土地,龍安段1654地號,63.35,住,,,1150110,土地2建物0車位0,,,其他,,,,0.0,0,0,0,無,無,2700000,42620,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPPOMLSLJHLGFKD98DA,0.0,0.0,0.0,無,
柳營區,土地,柳營段溫厝小段56-13地號,235.0,,特定農業區,甲種建築用地,1150127,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,2000000,8511,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPPNMLTLJHLGFDD38EA,0.0,0.0,0.0,無,
東山區,土地,新田尾段585地號,193.04,,特定農業區,農牧用地,1150115,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,806907,4180,,0.0,0,財政部國有財產署土地之專案讓受政府機關標讓售；,RPRNMLSLJHLGFED58EA,0.0,0.0,0.0,無,
六甲區,房地(土地+建物),臺南市六甲區中山路２２１巷２９號,114.53,住,,,1150118,土地2建物1車位0,全,二層,透天厝,住家用,鋼筋混凝土造,0770314,113.7,4,2,2,有,無,5450000,47933,,0.0,0,未登記建物；,RPQNMLTLJHLGFFD68EA,108.8,0.0,4.9,無,
永康區,房地(土地+建物),臺南市永康區北興里大同街３１５巷８號九樓之２,15.41,住,,,1150113,土地1建物1車位0,九層,九層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0821129,136.5,3,2,2,有,有,2400000,17582,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPRNMLTLJHLGFKD66EA,78.02,0.0,13.18,有,
中西區,房地(土地+建物),臺南市中西區開山路２３５巷２３之２號,19.17,商,,,1150117,土地1建物1車位0,三層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0670427,50.72,2,2,1,有,無,2550000,50276,,0.0,0,其他增建；,RPRNMLTKJHLGFAD08DA,46.81,0.0,0.0,無,
北區,土地,東興段129-2地號,58.7,都市：其他:細部計畫道路用地,,,1150120,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,6330000,107836,,0.0,0,包含公共設施保留地用地；,RPRNMLLLJHLGFAD37DA,0.0,0.0,0.0,無,009
中西區,房地(土地+建物),臺南市中西區西門路一段７０３巷１６號四樓之６,15.86,商,,,1150116,土地1建物1車位0,四層,七層,華廈(10層含以下有電梯),住商用,鋼筋混凝土造,0780330,111.27000000000001,3,2,2,有,有,4500000,40442,,0.0,0,,RPPOMLSLJHLGFAD97DA,83.46,0.0,2.99,有,
中西區,房地(土地+建物)+車位,臺南市中西區五妃街２３號六樓,20.97,住,,,1150118,土地1建物1車位1,六層,八層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0880414,140.23,3,2,2,有,有,13500000,96270,坡道平面,0.0,0,陽台外推；,RPUNMLKMJHLGFAD67DA,69.82,0.0,10.23,有,
安南區,房地(土地+建物),臺南市安南區府安路六段１０３巷９９弄１６號,119.15,住,,,1150106,土地1建物1車位0,全,二層,透天厝,住家用,鋼筋混凝土造,0690126,102.56,4,2,1,有,無,8880000,86583,,0.0,0,頂樓加蓋；,RPTNMLOKJHLGFBD87DA,102.56,0.0,0.0,無,
白河區,土地,玉豐段638-15地號,49.0,,鄉村區,乙種建築用地,1150105,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,171500,3500,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；未登記建物；,RPPNMLNLJHLGFED77DA,0.0,0.0,0.0,無,
後壁區,土地,嘉泰段634地號,745.55,,鄉村區,乙種建築用地,1150125,土地3建物0車位0,,,其他,,,,0.0,0,0,0,無,無,3600000,4829,,0.0,0,,RPTNMLQLJHLGFED48DA,0.0,0.0,0.0,無,
白河區,土地,埤子頭段埤子頭小段1500地號,1735.0,,特定農業區,農牧用地,1150118,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,2360000,1360,,0.0,0,農作物；,RPQNMLSLJHLGFED38DA,0.0,0.0,0.0,無,010
白河區,土地,詔安段102地號,880.0,,特定農業區,農牧用地,1150124,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,420000,477,,0.0,0,,RPPNMLMJKHLGFED57DA,0.0,0.0,0.0,無,
六甲區,土地,六甲段1137地號,2972.0,農,,,1150112,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,4750000,1598,,0.0,0,,RPRNMLTLJHLGFFD68DA,0.0,0.0,0.0,無,011
麻豆區,土地,文正段346地號,66.63,農,,,1150120,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,1066080,16000,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPPNMLKMJHLGFFD67DA,0.0,0.0,0.0,無,
麻豆區,土地,文正段349地號,69.51,農,,,1150120,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,1112160,16000,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPQNMLKMJHLGFFD77DA,0.0,0.0,0.0,無,
佳里區,土地,塭子內段323地號,1762.0,,特定農業區,農牧用地,1150105,土地2建物0車位0,,,其他,,,,0.0,0,0,0,無,無,3200000,1816,,0.0,0,,RPPNMLTJJHLGFGD38DA,0.0,0.0,0.0,無,
新市區,房地(土地+建物),臺南市新市區中興街２７號,154.01,商,,,1150110,土地1建物1車位0,全,二層,透天厝,住商用,加強磚造,0540106,74.37,4,2,2,有,無,21000000,282372,,0.0,0,,RPQOMLNLJHLGFHD28DA,74.37,0.0,0.0,無,
山上區,土地,大新段700地號,25.29,,鄉村區,乙種建築用地,1150117,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,172000,6801,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPOOMLQLJHLGFHD38DA,0.0,0.0,0.0,無,
山上區,土地,樹王段1068地號,67.63,農,,,1150110,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,200000,2957,,0.0,0,農作物；,RPVOMLSLJHLGFHD66DA,0.0,0.0,0.0,無,
仁德區,房地(土地+建物),臺南市仁德區仁德里文宏二街９６號,66.44,住,,,1150111,土地2建物1車位0,全,四層,透天厝,住家用,鋼筋混凝土造,0910813,181.37,5,2,3,有,無,16500000,90974,,0.0,0,陽台外推；其他增建；,RPSOMLTKJHLGFID09DA,142.78,17.18,21.41,無,012
仁德區,房地(土地+建物),臺南市仁德區上崙村德崙路２５１號四樓之５,10.8,住,,,1150119,土地1建物1車位0,四層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0860922,57.57,1,1,1,有,有,2500000,43425,,0.0,0,,RPQNMLRLJHLGFID68DA,38.19,0.0,3.06,有,
歸仁區,房地(土地+建物)+車位,臺南市歸仁區高鐵大道３９號十八樓之６,14.94,商,,,1150124,土地1建物1車位1,十八層,十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1141023,98.57,2,1,1,有,有,12950000,153152,坡道平面,25.44,1750000,,RPXNMLMJKHLGFID78DA,42.93,0.0,4.35,有,013
永康區,建物,臺南市永康區中山東路２１８巷２３弄２５號三樓之３,0.0,,,,1150110,土地0建物1車位0,三層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0700929,60.51,2,2,1,有,無,500000,8263,,0.0,0,土地為仁愛之家所有。；建物坐落地號：南工段141地號；瑕疵物件；,RPPNMLQLJHLGFKD68DA,50.74,0.0,9.77,無,
安南區,土地,青砂段5-4地號,27.69,都市：其他:道路用地,,,1150115,土地2建物0車位0,,,其他,,,,0.0,0,0,0,無,無,83700,3023,,0.0,0,包含公共設施保留地用地；,RPPNMLSLJHLGFBD08EA,0.0,0.0,0.0,無,
鹽水區,房地(土地+建物),臺南市鹽水區孫厝里１鄰孫厝寮４之５號,9084.0,,一般農業區,農牧用地,1150117,土地7建物1車位0,全,一層,透天厝,農業用,加強磚造、鋼鐵造（有牆）,0881221,205.4,5,2,2,有,無,26635200,129675,,0.0,0,包括建號:471農舍未登記建物；農業設施；,RPPNMLQLJHLGFDD08EA,205.4,0.0,0.0,無,
白河區,土地,草店段972-1地號,558.0,,特定農業區,甲種建築用地,1150120,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,3710000,6649,,0.0,0,,RPQNMLMJKHLGFED77EA,0.0,0.0,0.0,無,
關廟區,土地,龜洞段227-2地號,147.0,,一般農業區,農牧用地,1150108,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,235200,1600,,0.0,0,,RPUNMLSLJHLGFID66EA,0.0,0.0,0.0,無,
安平區,房地(土地+建物),臺南市安平區建平九街２６號,89.0,住,,,1150107,土地1建物1車位0,全,五層,透天厝,住商用,鋼筋混凝土造,0830811,260.8,4,2,4,有,無,13750000,52722,,0.0,0,未登記建物；,RPPPMLRJJHLGFAD77DA,238.26,0.77,21.77,無,
安平區,房地(土地+建物),臺南市安平區永華路二段８１９號四樓之１,10.28,住,,,1150105,土地1建物1車位0,四層,二十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0840530,143.66,3,2,2,有,有,9500000,66128,,0.0,0,,RPOOMLLLJHLGFAD17DA,104.87,0.0,11.28,有,014
安平區,房地(土地+建物),臺南市安平區運河路２３巷２３弄１號,67.28,都市：其他:特定住宅專用區,,,1150116,土地2建物2車位0,全,二層,透天厝,住家用,加強磚造,0540930,74.28,4,3,1,有,無,6050000,81449,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPWNMLSLJHLGFAD58DA,70.33,0.0,3.96,無,
北區,土地,小北段1004地號,49.79,,,,1150122,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,4066254,81668,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；包含公共設施保留地用地；,RPROMLKMJHLGFAD47DA,0.0,0.0,0.0,無,015
安南區,土地,佃東段223-2地號,3802.0,農,,,1150104,土地2建物0車位0,,,其他,,,,0.0,0,0,0,無,無,46004200,12100,,0.0,0,,RPQNMLRLJHLGFBD97DA,0.0,0.0,0.0,無,
安南區,房地(土地+建物),臺南市安南區安和路一段４９６巷１弄５９號,81.89,住,,,1150123,土地2建物1車位0,全,二層,透天厝,住家用,加強磚造,0660801,81.44,5,2,2,有,無,6250000,76744,,0.0,0,陽台外推；頂樓加蓋；其他增建；,RPTNMLRLJHLGFBD28DA,81.44,0.0,0.0,無,016
安南區,房地(土地+建物),臺南市安南區長和路二段１４０巷２１３弄１６號,75.96,住,,,1150112,土地1建物1車位0,全,三層,透天厝,住商用,鋼筋混凝土造,0850608,175.57,4,2,3,有,無,10000000,56957,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；頂樓加蓋；,RPROMLSLJHLGFBD28DA,166.05,0.0,9.52,無,
東區,房地(土地+建物),臺南市東區光華街２２７號六樓之２,7.0,住,,,1150127,土地1建物1車位0,六層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0791226,39.66,1,1,1,有,有,1500000,37821,,0.0,0,買方買清,RPTNMLTLJHLGFCD58DA,25.61,0.0,5.69,有,017
東區,房地(土地+建物)+車位,臺南市東區崇賢一路３６號三樓之６,15.8,住,,,1150106,土地1建物1車位1,三層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1140124,109.17,2,2,2,有,有,12900000,123342,坡道平面,21.69,2110000,,RPUNMLKMJHLGFCD87DA,52.23,0.0,4.59,有,
新營區,土地,金華段906地號,602.39,,,,1150112,土地5建物0車位0,,,其他,,,,0.0,0,0,0,無,無,5000000,8300,,0.0,0,包含公共設施保留地用地；,RPQNMLMLJHLGFDD67DA,0.0,0.0,0.0,無,
新營區,房地(土地+建物),臺南市新營區周武街７９巷４６弄１號一樓之四,7.25,住,,,1150126,土地2建物1車位0,一層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0811214,23.939999999999998,1,0,1,有,無,1000000,41771,,0.0,0,,RPPNMLMJKHLGFDD47DA,20.7,0.0,0.0,無,
新營區,房地(土地+建物),臺南市新營區中山路１１７號四樓之八,9.76,商,,,1150108,土地1建物1車位0,四層,十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0821221,117.6,3,2,2,有,有,4700000,39966,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPQNMLNJKHLGFDD67DA,78.03,0.0,13.54,有,
後壁區,土地,烏樹段404-1地號,149.43,,鄉村區,乙種建築用地,1150127,土地3建物0車位0,,,其他,,,,0.0,0,0,0,無,無,1200000,8031,,0.0,0,本件包括烏樹段395號、396號2筆做通行道路使用，及地上未保存登記建物 門牌：後壁區福安里4鄰烏樹林39之2號。親友、員工、共有人或其他特殊關係間之交易；,RPRNMLMJKHLGFED77DA,0.0,0.0,0.0,無,
六甲區,房地(土地+建物),臺南市六甲區二甲里民權街３０４巷３號,135.56,住,,,1150116,土地3建物1車位0,全,三層,透天厝,住家用,鋼筋混凝土構造,1120524,264.82,5,2,6,有,無,18000000,67971,,0.0,0,,RPSNMLSLJHLGFFD68DA,248.72,0.0,16.1,無,
麻豆區,房地(土地+建物),臺南市麻豆區柚安路一段１１５３巷１５號,114.0,,鄉村區,乙種建築用地,1150102,土地1建物1車位0,全,三層,透天厝,住家用,鋼筋混凝土造,1140410,147.99,4,2,5,有,無,11900000,80411,,0.0,0,,RPQNMLTLJHLGFFD58DA,134.27,0.0,13.72,無,
西港區,房地(土地+建物),臺南市西港區中山路１１７巷７弄８５號,86.13,住,,,1150104,土地1建物1車位0,全,三層,透天厝,住家用,鋼筋混凝土造,1140113,158.55,5,2,5,有,無,14080000,88805,,0.0,0,,RPWNMLSJJHLGFGD98DA,150.04,0.0,8.51,無,
佳里區,房地(土地+建物),臺南市佳里區安西里３０鄰佳西路５２５巷８弄１８號,52.11,住,,,1150119,土地3建物1車位0,全,三層,透天厝,住家用,鋼筋混凝土造,1010204,85.67,4,2,3,有,無,2500000,29182,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPPNMLTKJHLGFGD48DA,79.97,0.0,5.7,無,018
七股區,土地,樹林段97地號,1600.0,,特定農業區,農牧用地,1150123,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,2500000,1563,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPPNMLKMJHLGFGD77DA,0.0,0.0,0.0,無,
佳里區,土地,建南段575地號,91.25,都市：其他:道路用地,,,1150126,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,5600000,61370,,0.0,0,畸零地或有合併使用效益；包含公共設施保留地用地；,RPRNMLMJKHLGFGD97DA,0.0,0.0,0.0,無,019
安定區,土地,港口段3101-8地號,39.43,,鄉村區,乙種建築用地,1150123,土地2建物0車位0,,,其他,,,,0.0,0,0,0,無,無,1236700,31364,,0.0,0,,RPTNMLRLJHLGFHD88DA,0.0,0.0,0.0,無,020
新市區,房地(土地+建物)+車位,臺南市新市區大３０８號四樓之３,23.6,,鄉村區,乙種建築用地,1150101,土地1建物1車位1,四層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1131219,89.78,2,2,2,有,有,7650000,85208,其他,9.92,0,,RPOPMLRLJHLGFHD58DA,55.16,0.0,5.74,有,
