鄉鎮市區,交易標的,土地位置建物門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積(平方公尺),車位總價元,備註,編號,主建物面積,附屬建物面積,陽台面積,電梯,移轉編號
永康區,房地(土地+建物),台南市永康區中山南路195巷43號,72.0,住,,,1010705,土地2建物1車位0,全,二層,透天厝,住家用,加強磚造,0690702,88.22,0,0,0,無,無,3600000,40807,,0.0,0,,RPPNMLQJQHHFFHR17DA,88.22,0.0,0.0,,
永康區,房地(土地+建物),台南市永康區勝利街197巷40弄25號,63.61,住,,,1010701,土地1建物1車位0,全,二層,透天厝,住家用,加強磚造,0710708,81.12,5,2,3,有,無,3300000,40680,,0.0,0,,RPOOMLOLQHHFFHR17DA,77.62,0.0,3.5,,
東區,房地(土地+建物),台南市東區中華東路三段３８０巷５５弄１０號,74.0,住,,,1010715,土地1建物1車位0,全,四層,透天厝,住家用,鋼筋混凝土構造,0781130,205.97,4,2,3,有,無,5700000,27674,,0.0,0,,RPPNMLSJQHHFFCD18EA,0.0,0.0,0.0,,
北區,土地,北安段1053-14地號,6.0,住,,,1010727,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,180000,30000,,0.0,0,,RPQNMLRJQHHFFAD97EA,0.0,0.0,0.0,,
北區,房地(土地+建物),台南市北區林森路三段１４０巷５號四樓,48.04,住,,,1010716,土地1建物1車位0,四層,八層,華廈(10層含以下有電梯),國民住宅,鋼筋混凝土構造,0860802,142.01,3,1,2,有,有,4170000,29364,,0.0,0,,RPTNMLKLQHHFFAD77EA,87.67,0.0,8.93,,
永康區,房地(土地+建物),台南市永康區復華八街47巷27號6樓之3,6.36,住,,,1010730,土地1建物1車位0,六層,六層,套房(1房1廳1衛),住家用,鋼筋混凝土造,0850305,30.47,1,1,1,無,無,420000,13785,,0.0,0,,RPUNMLNKQHHFFHR47DA,14.22,0.0,6.71,,
永康區,土地,鹽中段402地號,78.5,住,,,1010720,土地1建物0車位0,,,店面(店鋪),,,,0.0,5,1,3,有,無,5000000,63694,,0.0,0,,RPROMLRKQHHFFHR67DA,0.0,0.0,0.0,,
永康區,房地(土地+建物),台南市永康區永華路233巷28號3樓-3,17.46,住,,,1010717,土地1建物1車位0,三層,九層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0811130,97.38,3,1,2,有,有,2200000,22592,,0.0,0,,RPTNMLOKQHHFFHR47DA,66.09,0.0,1.74,,
關廟區,土地,忠孝段10-4地號,1005.0,農,,,1010718,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,1390000,1383,,0.0,0,,RPPNMLQJQHHFFFR96DA,0.0,0.0,0.0,,
關廟區,房地(土地+建物),台南市關廟區仁愛路176巷23號,91.67,住,,,1010705,土地3建物1車位0,全,二層,透天厝,住家用,加強磚造,0750412,96.4,3,1,1,有,無,1000000,10373,,0.0,0,,RPSNMLSJQHHFFFR47DA,0.0,0.0,0.0,,
仁德區,房地(土地+建物),台南市仁德區中清一街50號8樓之2,19.54,住,,,1010707,土地1建物1車位0,八層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0820602,77.9,3,1,1,有,有,2100000,26958,,0.0,0,,RPQNMLMLQHHFFFR86DA,69.04,0.51,8.35,,
左鎮區,土地,山豹段562地號,22198.21,,山坡地保育區,農牧用地,1010711,土地3建物0車位0,,,其他,,,,0.0,0,0,0,有,無,5327570,240,,0.0,0,,RPPNMLNJQHHFFER56DA,0.0,0.0,0.0,,
新市區,土地,大社段1909地號,339.58,,鄉村區,乙種建築用地,1010727,土地3建物0車位0,,,其他,,,,0.0,0,0,0,有,無,3040000,8952,,0.0,0,,RPQOMLPKQHHFFER07DA,0.0,0.0,0.0,,
東山區,土地,東中段733-9地號,101.46,住,,,1010726,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,1270000,12517,,0.0,0,,RPPNMLKKQHHFFBR68DA,0.0,0.0,0.0,,
後壁區,房地(土地+建物),烏樹里11鄰烏樹林132之8號,81.86,,鄉村區,乙種建築用地,1010706,土地2建物1車位0,全,二層,透天厝,住家用,加強磚造,0820304,94.49,2,1,1,有,無,800000,8467,,0.0,0,,RPPNMLNKQHHFFBR98DA,0.0,0.0,0.0,,
白河區,土地,中興段316地號,18.0,住,,,1010728,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,415000,23056,,0.0,0,,RPPNMLSJQHHFFBR76DA,0.0,0.0,0.0,,
新營區,土地,育德段224地號,82.02,住,,,1010718,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,1500000,18288,,0.0,0,,RPSNMLTLQHHFFAR27DA,0.0,0.0,0.0,,
新營區,建物,台南市新營區育德街127號,0.0,,,,1010718,土地0建物1車位0,全,二層,透天厝,住商用,加強磚造,0690725,114.55,4,1,2,有,無,1080000,9428,,0.0,0,,RPTNMLTLQHHFFAR37DA,114.55,0.0,0.0,,
南區,房地(土地+建物),台南市南區金華路二段57巷16號,65.0,住,,,1010724,土地1建物1車位0,全,二層,透天厝,住家用,見其他登記事項,0640716,72.48,3,2,2,有,無,2600000,35872,,0.0,0,,RPPNMLNJQHHFFCD57DA,72.48,0.0,0.0,,
南區,土地,日新段197地號,99.35,其他,,,1010720,土地3建物0車位0,,,其他,,,,0.0,0,0,0,有,無,2285165,23000,,0.0,0,,RPWNMLKMQHHFFCD28DA,0.0,0.0,0.0,,
南區,土地,建南段115-25地號,19.84,其他,,,1010727,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,180000,9073,,0.0,0,,RPOOMLKMQHHFFCD57DA,0.0,0.0,0.0,,
永康區,房地(土地+建物),台南市永康區復興路1巷2弄16號,70.65,住,,,1010803,土地3建物1車位0,全,四層,透天厝,見使用執照,鋼筋混凝土造,0920929,182.86,8,0,8,有,無,6600000,36093,,0.0,0,,RPTOMLPKQHHFFHR57CA,0.0,0.0,0.0,,
玉井區,房地(土地+建物),台南市玉井區中華路２３５號,112.74,住,,,1010726,土地2建物1車位0,全,三層,透天厝,住家用,見其他登記事項,0870307,186.37,0,0,0,有,無,7300000,39169,,0.0,0,,RPPNMLOJIIHFFGR68CA,177.17,9.2,0.0,,
玉井區,房地(土地+建物),台南市玉井區中華路２３７號,111.93,住,,,1010726,土地2建物1車位0,全,三層,透天厝,住家用,見其他登記事項,0870307,186.37,0,0,0,有,無,7300000,39169,,0.0,0,,SPPNMLOJIIHFFGR78CA,177.17,9.2,0.0,,
永康區,房地(土地+建物),台南市永康區網寮里永華路５８０號十二樓之３,10.76,住,,,1010721,土地1建物1車位0,十二層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0831018,80.18,3,2,1,有,有,2700000,33674,,0.0,0,,RPRNMLRJQHHFFHR37CA,0.0,0.0,0.0,,
安平區,房地(土地+建物),台南市安平區建平五街184巷8號2樓之15,17.21,住,,,1010721,土地1建物1車位0,二層,六層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土構造,0840630,64.63,2,1,1,有,無,2150000,33266,,0.0,0,,RPQNMLNKQHHFFAD57DA,50.98,5.36,8.29,,
北區,房地(土地+建物),台南市北區台南市北區國興里南園街101巷21弄11號,65.0,住,,,1010721,土地1建物1車位0,全,二層,透天厝,住家用,加強磚造,0680907,78.8,3,2,1,有,無,3500000,44416,,0.0,0,,RPQNMLRJQHHFFAD87DA,78.8,0.0,0.0,,
安平區,房地(土地+建物),台南市安平區健康路三段326號,115.5,住,,,1010713,土地1建物1車位0,全,五層,透天厝,見其他登記事項,見其他登記事項,0950324,286.8,6,2,4,有,無,13500000,47071,,0.0,0,,RPQNMLSKQHHFFAD08DA,272.85,0.0,14.22,,
將軍區,土地,忠興段810地號,2272.0,,特定農業區,農牧用地,1010730,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,1363200,600,,0.0,0,,RPQNMLTJQHHFFDR07CA,0.0,0.0,0.0,,
新化區,房地(土地+建物),台南市新化區正新北路３６號三樓之３,31.62,住,,,1010627,土地1建物1車位0,三層,六層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0881208,116.25,3,1,2,有,有,2200000,18924,,0.0,0,,RPQNMLRJQHHFFER96CA,77.05,0.0,9.67,,
東區,房地(土地+建物)+車位,台南市東區府東街２１４號五樓之１,10.04,住,,,1010719,土地1建物1車位1,五層,九層,華廈(10層含以下有電梯),住家用,鋼筋混凝土構造,0830625,90.8,2,1,1,有,有,1730000,19052,坡道平面,0.0,0,,RPVNMLTLQHHFFCD88CA,0.0,0.0,0.0,,
鹽水區,土地,大埔段405地號,1693.0,,一般農業區,農牧用地,1010728,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,761850,450,,0.0,0,,RPPNMLSJQHHFFAR56CA,0.0,0.0,0.0,,
北區,房地(土地+建物),台南市北區開元路４８５巷４１弄８號十一樓之１,7.97,商,,,1010720,土地1建物1車位0,十一層,十四層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土構造,0891120,73.28,2,1,1,有,有,2350000,32068,,0.0,0,,RPVNMLPKQHHFFAD18CA,53.92,0.0,3.4,,
北區,房地(土地+建物),台南市北區大興街246巷123號,70.78,住,,,1010720,土地1建物1車位0,全,二層,透天厝,住家用,加強磚造,0650902,91.23,3,2,2,有,無,2700000,29596,,0.0,0,,RPROMLRKQHHFFAD08CA,91.23,0.0,0.0,,
安南區,土地,和成段542-2地號,540.8,其他,,,1010725,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,3679603,6804,,0.0,0,,RPRNMLPKQHHFFBD87CA,0.0,0.0,0.0,,
安南區,土地,和成段542-4地號,1.96,其他,,,1010725,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,13336,6804,,0.0,0,,SPRNMLPKQHHFFBD97CA,0.0,0.0,0.0,,
安南區,土地,和成段542-2地號,540.8,其他,,,1010725,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,3679603,6804,,0.0,0,,RPSNMLPKQHHFFBD97CA,0.0,0.0,0.0,,
安南區,土地,和成段542-4地號,1.96,其他,,,1010725,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,13336,6804,,0.0,0,,RPTNMLPKQHHFFBD08CA,0.0,0.0,0.0,,
安南區,土地,和成段628-1地號,0.77,其他,,,1010725,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,5239,6804,,0.0,0,,RPUNMLPKQHHFFBD18CA,0.0,0.0,0.0,,
安南區,土地,和成段649-1地號,0.74,其他,,,1010725,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,5035,6804,,0.0,0,,RPVNMLPKQHHFFBD28CA,0.0,0.0,0.0,,
安南區,土地,和成段650-1地號,0.78,其他,,,1010725,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,5307,6804,,0.0,0,,RPWNMLPKQHHFFBD38CA,0.0,0.0,0.0,,
安南區,土地,和成段664-1地號,0.14,其他,,,1010725,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,953,6807,,0.0,0,,RPXNMLPKQHHFFBD48CA,0.0,0.0,0.0,,
安南區,土地,佃東段64-1地號,1784.59,農,,,1010716,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,4860000,2723,,0.0,0,,RPPNMLQJQHHFFBD67CA,0.0,0.0,0.0,,
安南區,土地,海南段552-4地號,3357.98,其他,,,1010726,土地4建物0車位0,,,其他,,,,0.0,0,0,0,有,無,7051758,2100,,0.0,0,,RPPNMLKKQHHFFBD17CA,0.0,0.0,0.0,,
安南區,土地,聖母段480-7地號,65.2,其他,,,1010711,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,182560,2800,,0.0,0,,RPTQMLPKQHHFFBD38CA,0.0,0.0,0.0,,
安南區,土地,聖母段481-7地號,23.4,其他,,,1010718,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,65486,2799,,0.0,0,,RPUQMLPKQHHFFBD48CA,0.0,0.0,0.0,,
安南區,土地,聖母段574地號,1010.4,其他,,,1010718,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,4332583,4288,,0.0,0,,RPVQMLPKQHHFFBD58CA,0.0,0.0,0.0,,
安南區,土地,聖母段605-5地號,673.6,其他,,,1010718,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,1885996,2800,,0.0,0,,RPWQMLPKQHHFFBD68CA,0.0,0.0,0.0,,
安南區,土地,青砂段88-9地號,10.77,其他,,,1010718,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,60290,5600,,0.0,0,,RPXQMLPKQHHFFBD78CA,0.0,0.0,0.0,,
安南區,土地,青砂段88-12地號,2.43,其他,,,1010718,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,13629,5599,,0.0,0,,SPXQMLPKQHHFFBD88CA,0.0,0.0,0.0,,
安南區,土地,國聖段1153-1地號,9.69,其他,,,1010718,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,40692,4199,,0.0,0,,RPPQMLPKQHHFFBD97CA,0.0,0.0,0.0,,
安南區,土地,國聖段1448-1地號,1.03,其他,,,1010718,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,4327,4197,,0.0,0,,SPPQMLPKQHHFFBD08CA,0.0,0.0,0.0,,
安南區,土地,國聖段1449-1地號,3.16,其他,,,1010718,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,13278,4198,,0.0,0,,TPPQMLPKQHHFFBD18CA,0.0,0.0,0.0,,
安南區,土地,國聖段1196-1地號,2.2,其他,,,1010718,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,9261,4210,,0.0,0,,RPQQMLPKQHHFFBD08CA,0.0,0.0,0.0,,
安南區,土地,國聖段1216-1地號,5.8,其他,,,1010718,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,45315,7813,,0.0,0,,RPRQMLPKQHHFFBD18CA,0.0,0.0,0.0,,
安南區,土地,國聖段1096-1地號,7.52,其他,,,1010718,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,52611,6999,,0.0,0,,RPWRMLPKQHHFFBD78CA,0.0,0.0,0.0,,
安南區,土地,國聖段1096-1地號,4.3,其他,,,1010718,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,30063,6999,,0.0,0,,RPXRMLPKQHHFFBD88CA,0.0,0.0,0.0,,
安南區,土地,國聖段1096-1地號,4.3,其他,,,1010718,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,30063,6999,,0.0,0,,RPOSMLPKQHHFFBD08CA,0.0,0.0,0.0,,
安南區,土地,國聖段1096-1地號,0.86,其他,,,1010718,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,6013,7000,,0.0,0,,RPPSMLPKQHHFFBD18CA,0.0,0.0,0.0,,
安南區,土地,國聖段1096-1地號,0.86,其他,,,1010718,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,6013,7000,,0.0,0,,RPQSMLPKQHHFFBD28CA,0.0,0.0,0.0,,
安南區,土地,國聖段1096-1地號,0.86,其他,,,1010718,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,6013,7000,,0.0,0,,RPRSMLPKQHHFFBD38CA,0.0,0.0,0.0,,
安南區,土地,國聖段1096-1地號,0.86,其他,,,1010718,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,6013,7000,,0.0,0,,RPSSMLPKQHHFFBD48CA,0.0,0.0,0.0,,
安南區,土地,國聖段1096-1地號,0.86,其他,,,1010718,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,6013,7000,,0.0,0,,RPTSMLPKQHHFFBD58CA,0.0,0.0,0.0,,
安南區,土地,國聖段1096-1地號,0.86,其他,,,1010718,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,6013,7000,,0.0,0,,RPUSMLPKQHHFFBD68CA,0.0,0.0,0.0,,
安南區,土地,國聖段1096-1地號,0.86,其他,,,1010718,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,6013,7000,,0.0,0,,RPVSMLPKQHHFFBD78CA,0.0,0.0,0.0,,
安南區,土地,國聖段1096-1地號,0.86,其他,,,1010718,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,6013,7000,,0.0,0,,RPWSMLPKQHHFFBD88CA,0.0,0.0,0.0,,
安南區,土地,國聖段1096-1地號,0.86,其他,,,1010718,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,6013,7000,,0.0,0,,RPXSMLPKQHHFFBD98CA,0.0,0.0,0.0,,
安南區,土地,國聖段1096-1地號,0.86,其他,,,1010718,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,6013,7000,,0.0,0,,RPOTMLPKQHHFFBD18CA,0.0,0.0,0.0,,
安南區,土地,國聖段1096-1地號,2.15,其他,,,1010718,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,15032,6999,,0.0,0,,RPPTMLPKQHHFFBD28CA,0.0,0.0,0.0,,
安南區,土地,國聖段1147-1地號,9.23,其他,,,1010718,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,64633,7000,,0.0,0,,RPUTMLPKQHHFFBD78CA,0.0,0.0,0.0,,
安南區,土地,國聖段1147-1地號,9.23,其他,,,1010718,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,64633,7000,,0.0,0,,RPVTMLPKQHHFFBD88CA,0.0,0.0,0.0,,
安南區,土地,國聖段1147-1地號,9.23,其他,,,1010718,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,64633,7000,,0.0,0,,RPWTMLPKQHHFFBD98CA,0.0,0.0,0.0,,
安南區,土地,國聖段1147-1地號,9.23,其他,,,1010718,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,64633,7000,,0.0,0,,RPXTMLPKQHHFFBD09CA,0.0,0.0,0.0,,
安南區,土地,國聖段1147-1地號,9.23,其他,,,1010718,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,64633,7000,,0.0,0,,RPOUMLPKQHHFFBD28CA,0.0,0.0,0.0,,
安南區,房地(土地+建物),台南市安南區安和路四段５３８巷１３弄２３號,128.74,住,,,1010713,土地1建物1車位0,全,二層,透天厝,住家用,鋼筋混凝土構造,0790502,130.82,3,2,3,有,無,2200000,16817,,0.0,0,,RPSNMLKMQHHFFBD67CA,118.92,0.0,11.9,,
安南區,房地(土地+建物),台南市安南區安和路四段５３８巷１３弄２７號,103.0,住,,,1010713,土地1建物1車位0,全,二層,透天厝,住家用,鋼筋混凝土構造,0790502,141.6,4,2,3,有,無,2200000,15537,,0.0,0,,SPSNMLKMQHHFFBD77CA,123.91,0.0,17.69,,
安南區,房地(土地+建物),台南市安南區安中路四段１７１號,84.47,住,,,1010701,土地2建物1車位0,一層，二層，三層，四層,四層,店面(店鋪),住商用,鋼筋混凝土構造,1001104,189.74,4,2,4,有,無,7500000,39528,,0.0,0,,RPRNMLNJRHHFFBD67CA,162.2,8.28,19.26,,
安南區,房地(土地+建物),台南市安南區安中路四段１５３之１號,84.45,住,,,1010627,土地2建物1車位0,二層，三層，四層，一層,四層,店面(店鋪),住商用,鋼筋混凝土構造,1001104,189.74,4,2,4,有,無,7500000,39528,,0.0,0,,RPSNMLNJRHHFFBD77CA,162.2,8.28,19.26,,
安南區,土地,國聖段1147-1地號,9.23,其他,,,1010718,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,64633,7000,,0.0,0,,RPTOMLPKQHHFFBD18CA,0.0,0.0,0.0,,
安南區,土地,國聖段1147-1地號,9.23,其他,,,1010718,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,64633,7000,,0.0,0,,RPUOMLPKQHHFFBD28CA,0.0,0.0,0.0,,
安南區,土地,國聖段1147-1地號,9.23,其他,,,1010718,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,64633,7000,,0.0,0,,RPVOMLPKQHHFFBD38CA,0.0,0.0,0.0,,
安南區,土地,國聖段1147-1地號,9.23,其他,,,1010718,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,64633,7000,,0.0,0,,RPWOMLPKQHHFFBD48CA,0.0,0.0,0.0,,
安南區,土地,國聖段1147-1地號,9.23,其他,,,1010718,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,64633,7000,,0.0,0,,RPXOMLPKQHHFFBD58CA,0.0,0.0,0.0,,
安南區,土地,國聖段1147-1地號,1.54,其他,,,1010718,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,10772,7000,,0.0,0,,RPOPMLPKQHHFFBD77CA,0.0,0.0,0.0,,
安南區,土地,國聖段1147-1地號,3.08,其他,,,1010718,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,21544,7000,,0.0,0,,RPPPMLPKQHHFFBD87CA,0.0,0.0,0.0,,
安南區,土地,國聖段1147-1地號,1.54,其他,,,1010718,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,10772,7000,,0.0,0,,RPQPMLPKQHHFFBD97CA,0.0,0.0,0.0,,
安南區,土地,國聖段1147-1地號,1.54,其他,,,1010718,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,10772,7000,,0.0,0,,RPRPMLPKQHHFFBD08CA,0.0,0.0,0.0,,
北區,房地(土地+建物),台南市北區北園街１０９巷５４號,72.0,住,,,1010711,土地2建物1車位0,全,,透天厝,,,,35.81,1,1,1,有,無,2100000,58643,,0.0,0,,RPVNMLLMQHHFFAD97CA,0.0,0.0,0.0,,
新營區,土地,茄苳段521-3地號,730.0,住,,,1010713,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,11880000,16274,,0.0,0,,RPRNMLSJQHHFFAR76CA,0.0,0.0,0.0,,
東區,房地(土地+建物),台南市東區東和路５７巷１６號五樓,31.0,住,,,1010806,土地2建物1車位0,五層,八層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土構造,0850807,176.42000000000002,3,2,1,有,無,3800000,21540,,0.0,0,,RPPNMLNJRHHFFCD57CA,0.0,0.0,0.0,,
東區,房地(土地+建物)+車位,台南市東區崇信街１０６號,37.33,住,,,1010723,土地1建物1車位1,一層，二層，三層,十一層,住宅大樓(11層含以上有電梯),住商用,鋼筋混凝土構造,0811229,193.64999999999998,4,1,2,有,有,6000000,30984,坡道平面,0.0,0,,RPXNMLNJRHHFFCD38CA,139.2,0.0,11.09,,
東區,房地(土地+建物),台南市東區中華東路二段１３３巷５７弄１８號,76.0,住,,,1010721,土地1建物1車位0,全,三層,透天厝,住家用,鋼筋混凝土構造,0690816,134.73,4,2,2,有,無,4550000,33771,,0.0,0,,RPQOMLNLQHHFFCD87CA,134.73,0.0,0.0,,
安定區,房地(土地+建物),台南市安定區海寮１３２之１３０號,150.0,住,鄉村區,乙種建築用地,1010731,土地1建物1車位0,全,四層,透天厝,住商用,鋼筋混凝土造,0810131,261.95,5,1,2,無,無,3000000,11453,,0.0,0,,RPPNMLOLQHHFFER76CA,0.0,0.0,0.0,,
中西區,土地,成光段1488地號,86.6,住,,,1010702,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,3880000,44804,,0.0,0,,RPQNMLQJQHHFFAD77DA,0.0,0.0,0.0,,
中西區,房地(土地+建物)+車位,台南市中西區民生路二段３９９號１３樓之３,13.37,其他,,,1010717,土地3建物1車位1,十三層,二十五層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土構造,0890306,177.28,3,2,2,有,有,8500000,47947,坡道平面,0.0,0,,RPRNMLQJQHHFFAD87DA,100.29,0.0,10.31,,
北區,房地(土地+建物),台南市北區裕民街69巷7號之2四樓,10.79,商,,,1010721,土地1建物1車位0,四層,五層,套房(1房1廳1衛),住家用,鋼筋混凝土構造,0800830,47.62,1,1,1,無,無,630000,13230,,0.0,0,,RPPNMLRJQHHFFAD77DA,0.0,0.0,0.0,,
