鄉鎮市區,交易標的,土地位置建物門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積(平方公尺),車位總價元,備註,編號,主建物面積,附屬建物面積,陽台面積,電梯,移轉編號
安南區,土地,安慶段1050-1地號,1.07,其他,,,1010725,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,20907,19600,,0.0,0,,RPOOMLOKQHHFFBD57CA,0.0,0.0,0.0,,
安南區,土地,安慶段1051-2地號,8.93,其他,,,1010725,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,175028,19600,,0.0,0,,SPOOMLOKQHHFFBD67CA,0.0,0.0,0.0,,
安南區,土地,安慶段1050-1地號,1.07,其他,,,1010725,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,20907,19600,,0.0,0,,RPPNMLPKQHHFFBD67CA,0.0,0.0,0.0,,
安南區,土地,安慶段1051-2地號,8.93,其他,,,1010725,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,175028,19600,,0.0,0,,SPPNMLPKQHHFFBD77CA,0.0,0.0,0.0,,
安南區,土地,安慶段1050-1地號,1.07,其他,,,1010725,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,20907,19600,,0.0,0,,RPQNMLPKQHHFFBD77CA,0.0,0.0,0.0,,
安南區,土地,安慶段1051-2地號,8.93,其他,,,1010725,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,175028,19600,,0.0,0,,SPQNMLPKQHHFFBD87CA,0.0,0.0,0.0,,
東區,房地(土地+建物),台南市東區育樂街１５８巷４號,30.0,住,,,1010711,土地2建物1車位0,一層,四層,公寓(5樓含以下無電梯),住家用,見其他登記事項,0591212,82.87,3,1,2,有,無,2800000,33788,,0.0,0,,RPPNMLRJQHHFFCD87CA,82.87,0.0,0.0,,
東區,房地(土地+建物)+車位,台南市東區裕農一街１８６號三樓之２２,18.4,住,,,1010725,土地1建物1車位1,三層,九層,華廈(10層含以下有電梯),住家用,鋼筋混凝土構造,0850409,135.39999999999998,3,2,2,有,有,5050000,37297,坡道平面,0.0,0,,RPRNMLTJQHHFFCD28CA,75.93,0.0,9.56,,
東區,房地(土地+建物)+車位,台南市東區勝利路52巷36號5樓,41.59,住,,,1010710,土地2建物1車位2,五層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土構造,0781208,175.89,9,2,8,有,無,6300000,35819,坡道平面,0.0,0,,RPSNMLRKQHHFFCD28CA,116.52,0.0,6.2,,
東區,房地(土地+建物)+車位,台南市東區崇信街４１號四樓之３,15.89,住,,,1010709,土地1建物1車位1,四層，走廊,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土構造,0831008,93.5,3,2,1,有,有,2880000,30802,升降機械,0.0,0,,RPTNMLKLQHHFFCD77CA,63.3,0.0,0.0,,
東區,房地(土地+建物),台南市東區崇德三街10號14樓之2,7.62,住,,,1010725,土地1建物1車位0,十四層,十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土構造,0860508,85.32,3,2,2,有,有,2280000,26722,,0.0,0,,RPPNMLSKQHHFFCD08CA,0.0,0.0,0.0,,
安南區,土地,草湖段495地號,243.19,住,,,1010730,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,2795432,11495,,0.0,0,,RPPNMLOKQHHFFBD57CA,0.0,0.0,0.0,,
安南區,土地,安慶段68-16地號,6.61,其他,,,1010725,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,129578,19600,,0.0,0,,RPSTMLPKQHHFFBD58CA,0.0,0.0,0.0,,
安南區,土地,安慶段69-2地號,1.79,其他,,,1010725,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,35019,19600,,0.0,0,,SPSTMLPKQHHFFBD68CA,0.0,0.0,0.0,,
安南區,土地,安慶段153-4地號,10.31,其他,,,1010725,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,202022,19600,,0.0,0,,TPSTMLPKQHHFFBD78CA,0.0,0.0,0.0,,
安南區,房地(土地+建物),台南市安南區安中一街５９號,158.65,住,,,1010626,土地1建物1車位0,全,四層,透天厝,住家用,鋼筋混凝土構造,1000516,169.03,4,1,2,有,無,10100000,59753,,0.0,0,,RPQNMLLMQHHFFBD57CA,143.02,10.91,15.1,,
安南區,房地(土地+建物),台南市安南區安中一街８７巷７號,86.09,住,,,1010529,土地2建物1車位0,全,四層,透天厝,住家用,鋼筋混凝土構造,1010110,157.52,4,2,2,有,有,6550000,41582,,0.0,0,,RPSNMLLMQHHFFBD77CA,145.49,3.74,8.29,,
安南區,房地(土地+建物),台南市安南區安中一街８７巷１５號,86.09,住,,,1010708,土地2建物1車位0,全,四層,透天厝,住家用,鋼筋混凝土構造,1010110,157.52,4,2,2,有,有,6460000,41011,,0.0,0,,RPTNMLLMQHHFFBD87CA,145.49,3.74,8.29,,
安南區,房地(土地+建物),台南市安南區北安三街２號,98.27,住,,,1010712,土地1建物1車位0,全,四層,透天厝,住家用,鋼筋混凝土構造,1001017,195.39,4,2,2,有,有,8020000,41046,,0.0,0,,RPUNMLLMQHHFFBD97CA,169.51,4.68,21.2,,
安南區,房地(土地+建物),台南市安南區仁安路１９３巷１０號,94.96,住,,,1010720,土地2建物1車位0,全,四層,透天厝,見其他登記事項,鋼筋混凝土構造,0851127,183.52,4,2,3,有,無,4000000,21796,,0.0,0,,RPQNMLRLQHHFFBD08CA,167.58,0.0,15.94,,
安南區,土地,聖母段551地號,0.14,其他,,,1010718,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,1011,6999,,0.0,0,,RPXPMLPKQHHFFBD68CA,0.0,0.0,0.0,,
安南區,土地,聖母段564地號,0.79,其他,,,1010718,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,5524,7002,,0.0,0,,SPXPMLPKQHHFFBD78CA,0.0,0.0,0.0,,
安南區,土地,聖母段565地號,2.03,其他,,,1010718,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,14228,7010,,0.0,0,,TPXPMLPKQHHFFBD88CA,0.0,0.0,0.0,,
安南區,土地,聖母段566地號,0.52,其他,,,1010718,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,3648,6998,,0.0,0,,UPXPMLPKQHHFFBD98CA,0.0,0.0,0.0,,
安南區,土地,聖母段567地號,0.27,其他,,,1010718,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,1920,7005,,0.0,0,,VPXPMLPKQHHFFBD09CA,0.0,0.0,0.0,,
安南區,土地,聖母段570地號,0.25,其他,,,1010718,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,1748,6992,,0.0,0,,WPXPMLPKQHHFFBD56CA,0.0,0.0,0.0,,
安南區,土地,聖母段571地號,0.15,其他,,,1010718,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,1025,7006,,0.0,0,,XPXPMLPKQHHFFBD66CA,0.0,0.0,0.0,,
安南區,土地,聖母段573地號,0.04,其他,,,1010718,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,263,6928,,0.0,0,,YPXPMLPKQHHFFBD76CA,0.0,0.0,0.0,,
安南區,土地,聖母段551地號,0.14,其他,,,1010718,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,1011,6999,,0.0,0,,RPOQMLPKQHHFFBD87CA,0.0,0.0,0.0,,
安南區,土地,聖母段564地號,0.79,其他,,,1010718,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,5524,7002,,0.0,0,,SPOQMLPKQHHFFBD97CA,0.0,0.0,0.0,,
安南區,土地,聖母段565地號,2.03,其他,,,1010718,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,14228,7010,,0.0,0,,TPOQMLPKQHHFFBD08CA,0.0,0.0,0.0,,
安南區,土地,聖母段566地號,0.52,其他,,,1010718,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,3648,6998,,0.0,0,,UPOQMLPKQHHFFBD18CA,0.0,0.0,0.0,,
安南區,土地,聖母段567地號,0.27,其他,,,1010718,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,1920,7005,,0.0,0,,VPOQMLPKQHHFFBD28CA,0.0,0.0,0.0,,
安南區,土地,聖母段570地號,0.25,其他,,,1010718,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,1748,6992,,0.0,0,,WPOQMLPKQHHFFBD38CA,0.0,0.0,0.0,,
安南區,土地,聖母段571地號,0.15,其他,,,1010718,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,1025,7006,,0.0,0,,XPOQMLPKQHHFFBD48CA,0.0,0.0,0.0,,
安南區,土地,聖母段573地號,0.04,其他,,,1010718,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,263,6928,,0.0,0,,YPOQMLPKQHHFFBD58CA,0.0,0.0,0.0,,
北區,房地(土地+建物),台南市北區北門路二段５２７巷１號九樓之２,32.06,住,,,1010726,土地1建物1車位0,九層,十一層,住宅大樓(11層含以上有電梯),國民住宅,鋼筋混凝土構造,0930329,86.01,3,2,2,有,有,3600000,41856,,0.0,0,,RPTNMLOKQHHFFAD87CA,0.0,0.0,0.0,,
北區,房地(土地+建物),台南市北區東豐路225號,180.0,住,,,1010723,土地2建物1車位0,全,四層,透天厝,住商用,鋼筋混凝土構造,0660425,491.92,6,2,3,有,無,25000000,50821,,0.0,0,,RPPOMLRKQHHFFAD87CA,491.92,0.0,0.0,,
北區,房地(土地+建物),台南市北區公園南路３４１號四樓之１,8.21,其他,,,1010727,土地2建物1車位0,四層,十四層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土構造,0971219,73.99,2,2,1,有,有,3000000,40545,,0.0,0,,RPQNMLLJRHHFFAD27CA,50.87,0.0,3.11,,
安平區,房地(土地+建物),台南市安平區郡平路５２號十三樓之３,9.5,商,,,1010727,土地1建物1車位0,十三層,十四層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土構造,0960719,93.73,3,2,2,有,無,3200000,34142,,0.0,0,,RPXOMLSLQHHFFAD88CA,65.63,0.0,2.82,,
北區,房地(土地+建物),台南市北區成功路２號八樓之３４,5.33,商,,,1010704,土地3建物1車位0,八層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土構造,0731228,42.77,1,1,1,有,有,500000,11690,,0.0,0,,RPTOMLTLQHHFFAD58CA,42.77,0.0,0.0,,
鹽水區,土地,飯店段3014地號,2812.0,,特定農業區,農牧用地,1010730,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,2812000,1000,,0.0,0,,RPVNMLSLQHHFFAR37CA,0.0,0.0,0.0,,
鹽水區,土地,飯店段3012地號,2908.0,,特定農業區,農牧用地,1010730,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,2908000,1000,,0.0,0,,RPWNMLSLQHHFFAR47CA,0.0,0.0,0.0,,
東區,房地(土地+建物),台南市東區德東街132號,143.0,住,,,1010719,土地1建物1車位0,全,三層,透天厝,住家用,鋼筋混凝土構造,1010314,226.54,4,2,3,有,無,15850000,69966,,0.0,0,,RPSNMLNJRHHFFCD87CA,205.88,0.0,20.66,,
東區,房地(土地+建物)+車位,台南市東區長榮路一段３號七樓之２,19.49,其他,,,1010714,土地1建物1車位1,七層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土構造,0991213,182.45999999999998,3,2,2,有,有,7900000,47694,坡道平面,36.74,950000,,RPOOMLMLQHHFFCD57CA,0.0,0.0,0.0,,
東區,房地(土地+建物)+車位,台南市東區長榮路一段１號十三樓之１,34.55,其他,,,1010704,土地1建物1車位1,十三層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土構造,0991213,296.2,4,4,4,有,有,12400000,43552,坡道平面,36.74,1100000,,RPROMLMLQHHFFCD87CA,0.0,0.0,0.0,,
將軍區,土地,將軍段2462地號,1927.0,,特定農業區,農牧用地,1010720,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,1550000,804,,0.0,0,,RPVNMLKKQHHFFDR76CA,0.0,0.0,0.0,,
麻豆區,房地(土地+建物),台南市麻豆區寮?里寮子?１２號之４７,132.71,,鄉村區,乙種建築用地,1010808,土地2建物1車位0,全,三層,透天厝,住家用,鋼筋混凝土造,1010307,152.57,4,2,3,有,無,5100000,33427,,0.0,0,,RPXNMLSLQHHFFCR77CA,0.0,0.0,0.0,,
東山區,土地,前大埔段707-186地號,2002.0,農,山坡地保育區,農牧用地,1010726,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,260000,130,,0.0,0,,RPSNMLQKQHHFFBR86CA,0.0,0.0,0.0,,
麻豆區,土地,大屯寮段1304地號,3356.0,,特定農業區,農牧用地,1010731,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,1678000,500,,0.0,0,,RPPNMLTJQHHFFCR86CA,0.0,0.0,0.0,,
新市區,房地(土地+建物),台南市新巿區中正路８２之２號,82.44,商,,,1010716,土地1建物1車位0,全,三層,透天厝,住家用,鋼筋混凝土造,0830511,150.67,15,1,15,有,無,9700000,64379,,0.0,0,,RPPNMLSJQHHFFER96CA,143.73,0.0,6.94,,
新市區,房地(土地+建物),台南市新巿區忠孝街２２７巷２號二樓之９　,19.74,住,,,1010718,土地1建物1車位0,二層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0810805,102.5,3,2,2,有,無,1680000,16391,,0.0,0,,RPQNMLSJQHHFFER07CA,67.36,1.75,12.62,,
新化區,土地,六分寮段724-4地號,217.0,,鄉村區,乙種建築用地,1010331,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,1380000,6359,,0.0,0,,RPRNMLTJQHHFFER27CA,0.0,0.0,0.0,,
善化區,房地(土地+建物),台南市善化區建國路２３１巷３３號,109.33,住,,,1010615,土地1建物1車位0,全,,透天厝,,,,221.18,5,2,3,有,無,9200000,41595,,0.0,0,,RPTNMLLLQHHFFER86CA,0.0,0.0,0.0,,
善化區,房地(土地+建物),台南市善化區建國路２３１巷３５號,109.33,住,,,1010615,土地1建物1車位0,全,,透天厝,,,,221.18,5,2,3,有,無,9200000,41595,,0.0,0,,RPUNMLLLQHHFFER96CA,0.0,0.0,0.0,,
北區,房地(土地+建物),台南市北區大興街233巷40弄34號,55.02,住,,,1010713,土地1建物1車位0,全,二層,透天厝,住家用,加強磚造,0650419,74.76,2,1,1,有,無,2200000,29428,,0.0,0,,RPRNMLPJRHHFFAD87DA,74.76,0.0,0.0,,
永康區,房地(土地+建物)+車位,台南市永康區鹽行里永安一街８６號六樓之２,21.82,住,,,1010714,土地1建物1車位1,六層,十層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0890816,123.03999999999999,3,2,1,有,有,3200000,26008,坡道平面,23.15,0,,RPVNMLSJQHHFFHR87CA,80.41,0.0,10.22,,
永康區,車位,台南市永康區鹽行里永安路１６５巷１２１號底一層之１,0.0,,,,1010714,土地0建物0車位1,一層，地下一層,十層,其他,見使用執照,鋼筋混凝土造,0890816,23.15,0,0,0,有,有,3200000,,坡道平面,23.15,0,,SPVNMLSJQHHFFHR97CA,0.0,0.0,0.0,,
永康區,房地(土地+建物),台南市永康區中華路２８０巷１８弄９號二樓,9.38,住,,,1010726,土地1建物1車位0,二層,七層,套房(1房1廳1衛),住家用,鋼筋混凝土造,0820510,40.83,1,1,1,有,有,730000,17880,,0.0,0,,RPWNMLSJQHHFFHR97CA,29.77,0.0,2.64,,
永康區,房地(土地+建物),台南市永康區文賢街７８巷１９弄８號,80.0,住,,,1010727,土地0建物1車位0,全,二層,透天厝,住商用,加強磚造,0700722,109.63,3,1,2,有,無,3700000,33750,,0.0,0,,RPSOMLNLQHHFFHR37CA,0.0,0.0,0.0,,
永康區,土地,蜈蜞潭段2009-2地號,63.59,住,,,1010723,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,1426410,22432,,0.0,0,,RPXNMLNKQHHFFHR67CA,0.0,0.0,0.0,,
永康區,房地(土地+建物),台南市永康區富強路一段194巷102弄23號,94.36,住,,,1010713,土地1建物1車位0,全,四層,透天厝,住家用,鋼筋混凝土造,0970505,208.21,5,2,4,有,無,6680000,32083,,0.0,0,,RPWNMLKKRHHFFHR37CA,170.08,2.67,35.46,,
仁德區,房地(土地+建物)+車位,台南市仁德區中清一街４８號十樓之１,23.26,住,,,1010729,土地1建物1車位1,十層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0820602,130.74,3,2,1,有,有,2660000,20346,坡道機械,0.0,0,,RPTNMLSJQHHFFFR47CA,84.94,0.51,10.09,,
歸仁區,房地(土地+建物),台南市歸仁區許厝里和平南街５５巷１９號,57.0,住,,,1010724,土地1建物1車位0,全,三層,透天厝,住家用,鋼筋混凝土造,0690408,102.09,4,2,3,有,無,2300000,22529,,0.0,0,,RPVNMLLMQHHFFFR27CA,102.09,0.0,0.0,,
東區,房地(土地+建物),台南市東區東寧路560號12樓,10.57,住,,,1010716,土地1建物2車位0,十二層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土構造,0840325,112.95,3,2,2,無,有,4500000,39840,,0.0,0,,RPQNMLRKQHHFFCD18DA,60.04,0.0,13.46,,
東區,房地(土地+建物),台南市東區東門路三段２９５巷１９號７樓,13.05,住,,,1010706,土地1建物1車位0,七層,十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土構造,0851005,124.66000000000001,3,2,2,有,有,3350000,26873,,0.0,0,,RPPNMLPKQHHFFCD87DA,88.35,1.67,10.27,,
東區,房地(土地+建物),台南市東區裕孝路682號,95.72,住,,,1010730,土地2建物1車位0,全,四層,透天厝,見其他登記事項,鋼筋混凝土構造,1010202,181.45,5,2,4,有,有,12000000,66134,,0.0,0,,RPWNMLQJRHHFFCD68DA,0.0,0.0,0.0,,
新營區,房地(土地+建物),台南市新營區民治路285號14樓,17.95,住,,,1010728,土地1建物1車位0,十四層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0830119,143.03,3,2,1,有,有,2160000,15102,,0.0,0,,RPQNMLKKQHHFFAR68DA,102.99,3.24,11.65,,
新營區,房地(土地+建物),台南市新營區民權里三民路106號之1,109.04,住,,,1010722,土地1建物1車位0,全,二層,透天厝,住商用,加強磚造,,175.68,3,2,2,有,無,10320000,58743,,0.0,0,,RPPNMLLLQHHFFAR78DA,175.68,0.0,0.0,,
白河區,土地,大排竹段1006地號,1100.0,農,,,1010716,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,1320000,1200,,0.0,0,,RPPNMLPKQHHFFBR56DA,0.0,0.0,0.0,,
白河區,土地,大排竹段1008地號,1900.0,農,,,1010716,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,2280000,1200,,0.0,0,,RPQNMLPKQHHFFBR66DA,0.0,0.0,0.0,,
下營區,土地,十六甲段2543地號,1750.0,農,,,1010720,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,2362500,1350,,0.0,0,,RPPNMLTLQHHFFCR17DA,0.0,0.0,0.0,,
善化區,土地,善化段2345-5地號,1000.0,農,,,1010803,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,2650000,2650,,0.0,0,權利人各取得持分3分之1,RPWNMLRLQHHFFER87DA,0.0,0.0,0.0,,
善化區,房地(土地+建物),台南市善化區光華路35巷12號,84.0,住,,,1010705,土地1建物1車位0,全,,透天厝,,,,109.43,5,2,3,有,無,3050000,27872,,0.0,0,,RPPNMLTJQHHFFER17DA,0.0,0.0,0.0,,
山上區,房地(土地+建物),台南市山上區大庄1-45號,98.86,,一般農業區,甲種建築用地,1010707,土地1建物1車位0,全,四層,透天厝,住家用,鋼筋混凝土造,0840627,161.66,5,3,3,有,無,2850000,17630,,0.0,0,,RPQNMLNKQHHFFER76DA,0.0,0.0,0.0,,
七股區,土地,七股段45-136地號,79.0,,鄉村區,乙種建築用地,1010801,土地7建物0車位0,,,其他,,,,0.0,0,0,0,有,無,315940,3999,,0.0,0,,RPSNMLKKQHHFFDR56DA,0.0,0.0,0.0,,
學甲區,房地(土地+建物),台南市學甲區新達里8鄰新生路15號,74.31,住,,,1010622,土地1建物1車位0,全,四層,透天厝,住商用,鋼筋混凝土造,0830907,199.89,8,1,4,有,無,2750000,13758,,0.0,0,,RPVNMLPJRHHFFDR37DA,183.91,0.0,15.98,,
關廟區,土地,五甲段1551-14地號,2221.0,農,一般農業區,農牧用地,1010715,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,2000000,900,,0.0,0,,RPVNMLPJRHHFFFR57DA,0.0,0.0,0.0,,
永康區,房地(土地+建物),台南市永康區大灣路40巷78弄20號,71.57,住,,,1010710,土地2建物1車位0,全,四層,透天厝,住家用,鋼筋混凝土造,0951103,175.62,5,2,3,有,無,6100000,34734,,0.0,0,,RPPNMLTJQHHFFHR47DA,154.72,0.0,20.9,,
永康區,房地(土地+建物),台南市永康區永康區?ㄕ璅膜丰縞_路19巷29號,92.76,,,,1010714,土地1建物1車位0,一層，二層，三層，四層，騎樓,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0951122,211.13,0,0,0,有,無,7800000,36944,,0.0,0,,RPTNMLNKQHHFFHR37DA,200.33,0.0,10.8,,
永康區,房地(土地+建物)+車位,台南市永康區復國路７６號２樓之１,50.48,住,,,1010705,土地1建物1車位1,二層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0960920,177.69,3,2,2,有,有,3850000,21667,坡道平面,0.0,0,,RPPOMLNKQHHFFHR07DA,99.27,0.0,10.58,,
永康區,房地(土地+建物)+車位,台南市永康區南工街267巷46號10樓之2,8.51,住,,,1010720,土地3建物1車位1,十層,十一層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0860926,38.55,2,1,1,有,有,1500000,38911,一樓平面,0.0,0,,RPPNMLOKQHHFFHR07DA,0.0,0.0,0.0,,
南化區,房地(土地+建物),台南市南化區北寮180號,405.94,農,山坡地保育區,丙種建築用地,1010727,土地1建物1車位0,全,二層,透天厝,住家用,見其他登記事項,0831214,260.94,6,3,3,有,無,5000000,19161,,0.0,0,,RPRNMLPJRHHFFGR27DA,260.94,0.0,0.0,,
永康區,房地(土地+建物),台南市永康區勝利街107巷60號,74.04,住,,,1010716,土地2建物1車位0,全,二層,透天厝,住家用,加強磚造,0640911,91.29,2,2,2,有,無,3300000,36149,,0.0,0,,RPQNMLNJRHHFFHR07DA,91.29,0.0,0.0,,
永康區,房地(土地+建物),台南市永康區中華路703巷95之1號,178.0,住,,,1010722,土地1建物1車位0,全,五層,透天厝,見其他登記事項,見其他登記事項,1010424,429.56,5,3,5,有,無,23200000,54009,,0.0,0,,RPQPMLNLQHHFFHR37DA,395.58,0.0,33.98,,
北區,房地(土地+建物),台南市北區和緯路四段９５巷５３號二樓,22.64,住,,,1010727,土地2建物1車位0,二層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土構造,0701017,62.32,3,1,1,有,無,1450000,23267,,0.0,0,,RPSNMLTJQHHFFAD38EA,0.0,0.0,0.0,,
中西區,土地,永安段270地號,30.0,住,,,1010727,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,800000,26667,,0.0,0,,RPUNMLKKQHHFFAD77EA,0.0,0.0,0.0,,
安平區,土地,妙壽段848地號,55.28,商,,,1010726,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,1150000,20803,,0.0,0,,RPSNMLQKQHHFFAD18EA,0.0,0.0,0.0,,
北區,房地(土地+建物),台南市北區育德路１７巷２４號,97.74,住,,,1010625,土地1建物1車位0,全,二層,透天厝,住家用,加強磚造,0650401,91.58,3,1,2,有,無,3800000,41494,,0.0,0,,RPQNMLKLQHHFFAD47EA,91.58,0.0,0.0,,
安南區,土地,安西段189地號,5.16,住,,,1010802,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,200000,38726,,0.0,0,,RPPNMLSJQHHFFBD08EA,0.0,0.0,0.0,,
安南區,土地,新淵段212地號,134.45,住,,,1010724,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,5690000,42321,,0.0,0,,RPVNMLQKQHHFFBD58EA,0.0,0.0,0.0,,
安南區,土地,海北段670地號,42.02,住,,,1010803,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,808905,19250,,0.0,0,,RPPOMLKLQHHFFBD57EA,0.0,0.0,0.0,,
南區,房地(土地+建物),台南市東區德興路１６４巷４０號一樓之９,16.18,住,,,1010629,土地1建物1車位0,一層,五層,套房(1房1廳1衛),住家用,鋼筋混凝土構造,0811208,48.54,1,1,1,有,無,1100000,22664,,0.0,0,,RPSNMLOLQHHFFCD28EA,34.93,5.03,0.0,,
歸仁區,土地,歸仁北段875-57地號,163.0,住,,,1010625,土地3建物0車位0,,,其他,,,,0.0,0,0,0,有,無,3550000,21779,,0.0,0,,RPPNMLPKQHHFFFR07EA,0.0,0.0,0.0,,
官田區,土地,番子田段42-16地號,183.0,農,,,1010701,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,1150000,6284,,0.0,0,,RPRNMLQJRHHFFCR07EA,0.0,0.0,0.0,,
六甲區,土地,林鳳營段374地號,2660.0,農,特定農業區,農牧用地,1010725,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,1596000,600,,0.0,0,,RPQNMLTJQHHFFCR17EA,0.0,0.0,0.0,,
官田區,土地,烏山頭段328地號,4389.8,農,,,1010731,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,3951000,900,,0.0,0,,RPUNMLOKQHHFFCR17EA,0.0,0.0,0.0,,
歸仁區,土地,林子邊段376地號,6867.0,,一般農業區,農牧用地,1010507,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,28154700,4100,,0.0,0,,RPXNMLNLQHHFFFR77EA,0.0,0.0,0.0,,
歸仁區,土地,林子邊段381-2地號,1271.0,,一般農業區,農牧用地,1010507,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,5211100,4100,,0.0,0,,SPXNMLNLQHHFFFR87EA,0.0,0.0,0.0,,
安南區,房地(土地+建物),台南市安南區郡安路五段１６４巷１４弄１號,78.3,住,,,1010712,土地2建物1車位0,全,二層,透天厝,住家用,加強磚造,0720221,89.23,2,1,2,有,無,2200000,24655,,0.0,0,,RPPNMLTJQHHFFBD18EA,82.6,0.0,6.63,,
安南區,房地(土地+建物),台南市安南區北安路三段１２２巷２弄２０號,86.62,住,,,1010730,土地6建物1車位0,全,四層,透天厝,住家用,鋼筋混凝土構造,0870415,192.59,3,2,4,有,無,5800000,30116,,0.0,0,,RPVNMLKLQHHFFBD08EA,0.0,0.0,0.0,,
安南區,土地,十字段289地號,2037.14,農,,,1010731,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,12000000,5891,,0.0,0,,RPPUMLPKQHHFFBD58EA,0.0,0.0,0.0,,
安南區,土地,新淵段263-1地號,82.76,住,,,1010803,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,3200000,38666,,0.0,0,,RPQUMLPKQHHFFBD68EA,0.0,0.0,0.0,,
安南區,土地,佃南段95地號,399.56,農,,,1010719,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,1600000,4004,,0.0,0,,RPRUMLPKQHHFFBD78EA,0.0,0.0,0.0,,
